customer_id,lifecycle_stage,segment,nps_score,preferred_channel,consent_marketing,last_order_date,total_orders,total_spent,clv_estimate
390,Lead,Loyal,0,email,0,2023-02-06 07:00:00,1,643.45,1530.16
391,Churned,New,10,in_app,1,2023-03-19 21:00:00,3,1187.7,2247.08
392,Active,Loyal,6,email,0,2023-02-21 00:00:00,3,2297.5299999999997,3114.86
393,MQL,Active,7,sms,1,2023-01-31 10:00:00,4,2623.6400000000003,3398.76
394,Lead,At Risk,2,whatsapp,1,2023-02-17 19:00:00,2,833.85,1590.2
396,Active,Churned,3,whatsapp,1,2023-03-11 03:00:00,4,1683.3400000000001,3647.19
397,Churned,New,9,phone,0,2023-03-21 21:00:00,3,1760.9899999999998,3863.8
398,Active,Churned,5,in_app,1,2023-01-30 10:00:00,3,1777.57,2641.58
399,Lead,Active,9,in_app,1,2023-03-24 10:00:00,1,282.05,390.91
400,Active,Churned,6,in_app,1,2023-01-18 18:00:00,1,37.87,42.55
401,Customer,New,3,sms,1,2023-03-19 15:00:00,6,2992.7200000000003,6137.71
402,Active,Active,7,in_app,1,2023-03-20 16:00:00,3,1275.38,1539.63
403,MQL,Churned,4,whatsapp,1,2023-02-13 19:00:00,3,949.93,1604.49
404,MQL,At Risk,0,sms,1,2023-01-12 02:00:00,1,730.75,1419.38
405,Customer,Active,3,email,1,2023-03-02 22:00:00,3,642.3499999999999,1549.32
406,Lead,Active,2,in_app,0,2023-03-16 01:00:00,1,447.88,688.18
407,MQL,At Risk,8,in_app,1,2023-03-02 18:00:00,3,1374.99,1993.3
408,Churned,Loyal,7,email,1,2023-02-04 22:00:00,2,600.73,1210.97
409,MQL,New,0,in_app,1,2023-02-02 22:00:00,1,518.19,1019.25
410,MQL,Loyal,10,email,1,2023-02-24 19:00:00,2,854.8299999999999,1337.77
411,Lead,Churned,5,sms,1,2023-02-28 11:00:00,3,967.23,2320.72
413,Active,At Risk,8,whatsapp,1,2023-01-27 02:00:00,1,470.6,1074.29
414,MQL,Loyal,6,email,1,2023-03-22 10:00:00,1,416.44,588.67
415,Customer,Active,3,phone,1,2023-02-04 05:00:00,3,1584.9099999999999,2274.03
416,Active,Churned,0,email,1,2023-03-22 16:00:00,2,1130.06,2053.57
417,Churned,Churned,1,in_app,1,2023-01-25 17:00:00,1,359.18,784.09
418,Lead,Loyal,4,sms,1,2023-03-09 06:00:00,3,2124.8,2468.29
419,Churned,Loyal,10,sms,0,2023-02-23 04:00:00,2,1376.19,2849.63
420,Active,At Risk,4,email,1,2023-03-03 01:00:00,4,3012.52,6047.73
422,Active,New,7,whatsapp,1,2023-02-25 11:00:00,4,2119.04,3017.67
424,Active,Loyal,5,phone,1,2023-03-06 21:00:00,1,67.22,138.06
425,Churned,Loyal,7,sms,1,2023-02-18 12:00:00,1,911.43,2202.25
426,Active,Active,1,in_app,1,2023-03-22 02:00:00,1,70.8,82.52
427,Churned,Churned,2,in_app,1,2023-01-25 12:00:00,1,318.59,493.02
429,Active,New,5,whatsapp,0,2023-03-23 20:00:00,2,805.47,1380.13
431,Customer,Active,9,sms,0,2023-03-03 13:00:00,1,414.82,978.55
432,Active,At Risk,2,email,0,2023-03-24 05:00:00,2,1072.3799999999999,2624.29
435,Churned,At Risk,5,in_app,1,2023-03-17 16:00:00,6,2908.15,5007.14
436,MQL,Loyal,5,whatsapp,0,2023-03-03 18:00:00,1,930.64,2000.91
437,Active,Loyal,1,sms,1,2023-02-19 03:00:00,2,1381.04,2547.09
438,MQL,At Risk,6,sms,1,2023-02-09 15:00:00,2,781.3599999999999,1447.78
439,Customer,Loyal,1,sms,1,2023-01-08 20:00:00,1,122.83,182.94
440,Lead,New,5,sms,1,2023-03-25 00:00:00,2,1926.6,2704.44
441,Customer,Loyal,0,sms,1,2023-02-27 00:00:00,3,806.27,1211.99
442,Active,Churned,2,in_app,1,2023-03-12 22:00:00,3,1831.4199999999998,3440.98
443,MQL,Loyal,1,whatsapp,1,2023-03-20 17:00:00,3,1589.03,1812.79
444,MQL,Active,6,sms,0,2023-01-19 23:00:00,1,575.97,1365.13
445,Churned,New,3,phone,1,2023-02-01 13:00:00,2,1501.21,1979.79
446,MQL,Active,7,phone,1,2023-02-19 13:00:00,2,1023.6700000000001,1441.45
447,Churned,Active,5,whatsapp,0,2023-02-11 06:00:00,2,550.25,1004.53
448,Lead,Churned,9,email,1,2023-02-26 12:00:00,1,836.98,1752.77
449,Active,New,3,email,1,2023-02-09 03:00:00,1,736.2,908.49
450,Churned,New,4,email,1,2023-03-22 05:00:00,4,1336.82,2065.08
451,Lead,New,8,phone,1,2023-02-01 23:00:00,1,920.55,2261.0
452,MQL,New,6,email,1,2023-03-09 16:00:00,1,527.6,774.14
453,MQL,New,9,in_app,0,2023-01-23 10:00:00,3,1453.67,2236.14
455,Lead,Churned,8,sms,1,2023-03-14 11:00:00,2,901.3299999999999,2047.01
456,MQL,Loyal,6,phone,1,2023-02-02 08:00:00,2,1505.98,1762.45
457,Lead,Active,0,whatsapp,1,2023-02-08 19:00:00,2,358.59999999999997,627.71
458,Churned,New,7,whatsapp,1,2023-03-07 22:00:00,2,485.77,792.52
459,Churned,Loyal,3,sms,1,2023-02-23 16:00:00,1,289.87,447.33
460,Lead,Loyal,2,phone,1,2023-03-01 22:00:00,2,349.12,523.67
461,Churned,Active,6,email,1,2023-02-07 15:00:00,3,1625.67,1996.2
462,Churned,Churned,2,email,0,2023-03-02 13:00:00,2,1330.65,2050.21
464,Churned,At Risk,7,in_app,1,2023-01-09 18:00:00,1,122.48,142.11
466,Customer,At Risk,5,in_app,1,2023-03-19 01:00:00,2,1335.0,2928.12
467,Active,Loyal,4,email,0,2023-03-16 09:00:00,1,894.71,1483.0
468,MQL,Active,3,whatsapp,1,2023-02-20 07:00:00,1,25.4,43.73
469,Customer,At Risk,7,whatsapp,1,2023-03-09 20:00:00,3,2060.08,4843.31
470,Churned,Loyal,7,in_app,1,2023-02-18 03:00:00,2,1076.29,2175.48
471,Lead,Churned,0,sms,0,2023-03-11 01:00:00,3,2257.67,2508.91
472,Churned,At Risk,8,email,1,2023-01-07 04:00:00,2,1200.68,2906.18
473,Active,Loyal,4,in_app,1,2023-01-12 20:00:00,3,1948.71,2790.56
474,Churned,Loyal,3,in_app,1,2023-02-17 10:00:00,4,2348.38,2937.02
475,Lead,New,5,email,0,2023-03-04 09:00:00,2,1586.46,3451.15
476,Active,Churned,5,email,1,2023-03-14 17:00:00,5,1476.56,2658.79
477,Churned,New,1,whatsapp,1,2023-03-23 00:00:00,5,2792.7200000000003,4767.95
478,Active,Active,7,sms,1,2023-03-17 17:00:00,2,887.66,1286.49
481,MQL,New,6,sms,1,2023-02-11 11:00:00,2,1440.47,2688.58
482,MQL,New,0,email,1,2023-03-16 17:00:00,1,344.93,511.92
484,Churned,At Risk,4,phone,1,2023-01-29 23:00:00,1,472.25,1115.56
485,Active,Loyal,5,in_app,0,2023-03-18 19:00:00,3,1169.33,1638.57
488,Lead,Churned,3,in_app,1,2023-02-09 05:00:00,2,560.0799999999999,1309.52
489,Churned,New,1,email,0,2023-03-19 07:00:00,2,1131.58,2130.95
490,MQL,Churned,3,phone,1,2023-03-20 18:00:00,3,1013.37,2290.1
491,MQL,New,0,whatsapp,0,2023-03-16 12:00:00,2,794.25,1666.32
492,Churned,Active,6,email,1,2023-01-31 01:00:00,1,190.63,395.63
493,Active,New,1,email,1,2023-03-22 01:00:00,3,1544.65,2400.52
494,MQL,At Risk,1,in_app,1,2023-03-12 19:00:00,1,961.41,1372.37
496,Active,Loyal,8,email,0,2023-01-31 21:00:00,1,802.74,1120.02
497,MQL,Active,4,email,1,2023-03-21 16:00:00,5,3477.58,7998.67
498,MQL,New,1,email,1,2023-03-20 06:00:00,2,763.97,1717.86
499,Customer,Churned,10,in_app,1,2023-01-26 05:00:00,2,956.9200000000001,1642.84
500,MQL,Active,8,whatsapp,1,2023-03-11 15:00:00,4,2117.1,2721.25
501,Lead,Active,8,whatsapp,1,2023-03-16 21:00:00,3,1381.8000000000002,2259.45
502,Churned,New,0,email,1,2023-03-07 05:00:00,2,1175.26,2311.83
503,Churned,Active,10,in_app,1,2023-02-25 20:00:00,4,2156.5699999999997,3744.16
504,Active,Churned,2,whatsapp,1,2023-02-20 16:00:00,2,837.0,1834.93
505,MQL,Active,3,whatsapp,1,2023-02-02 18:00:00,1,843.89,2106.92
506,Lead,Churned,6,whatsapp,1,2023-03-11 16:00:00,5,2512.56,3436.14
507,Active,New,9,in_app,0,2023-03-16 15:00:00,1,599.31,1044.9
508,Customer,Loyal,3,in_app,0,2023-02-16 16:00:00,3,2214.52,3772.16
510,Active,Active,1,email,0,2023-01-12 19:00:00,2,1737.77,2652.34
511,Active,Loyal,6,sms,1,2023-02-22 01:00:00,5,2849.16,3924.24
512,MQL,Churned,5,whatsapp,1,2023-03-15 12:00:00,3,1368.86,1631.64
513,Customer,Active,2,sms,1,2023-02-23 22:00:00,4,1970.29,4614.35
514,Active,At Risk,5,in_app,1,2023-03-10 16:00:00,1,789.49,1332.49
516,Lead,Loyal,10,in_app,0,2023-03-21 17:00:00,4,1909.9699999999998,3429.64
517,Lead,Active,5,in_app,1,2023-02-27 11:00:00,2,1029.94,2455.09
518,Churned,Loyal,4,sms,1,2023-02-18 14:00:00,3,1808.39,3954.6
519,Customer,Active,3,in_app,1,2023-03-20 01:00:00,2,491.09000000000003,629.92
520,Customer,New,9,email,0,2023-02-13 03:00:00,1,967.78,1830.64
521,Churned,Loyal,0,in_app,1,2023-03-12 09:00:00,2,471.34,810.31
522,Active,At Risk,9,phone,1,2023-02-27 10:00:00,2,766.4499999999999,1698.53
523,Customer,At Risk,5,sms,1,2023-03-10 21:00:00,1,378.37,799.85
524,Lead,Churned,1,phone,1,2023-03-17 20:00:00,2,431.89,892.53
525,Lead,Active,2,in_app,1,2023-02-17 15:00:00,4,1979.48,3121.17
526,MQL,Loyal,7,email,1,2023-03-20 21:00:00,6,3609.2200000000003,8037.55
527,Customer,Churned,9,whatsapp,1,2023-03-21 14:00:00,1,323.59,379.68
529,Active,Loyal,5,in_app,1,2023-03-04 12:00:00,1,688.96,911.82
531,Churned,Active,2,email,1,2023-02-01 20:00:00,1,819.63,1286.71
532,Churned,At Risk,6,sms,1,2023-03-11 04:00:00,3,1554.47,1877.07
534,Active,New,3,phone,1,2023-02-14 02:00:00,1,825.2,1179.2
537,MQL,At Risk,8,phone,1,2023-03-19 00:00:00,3,1106.6799999999998,2503.54
538,Churned,Churned,4,phone,1,2023-03-19 09:00:00,2,1238.0500000000002,3005.43
540,Customer,New,2,sms,1,2023-02-05 10:00:00,1,828.55,1264.73
541,MQL,Churned,1,email,1,2023-01-04 20:00:00,1,550.44,809.32
542,Customer,Active,10,sms,0,2023-02-11 14:00:00,1,507.86,757.65
543,Lead,New,1,phone,1,2023-02-19 23:00:00,1,972.1,1447.27
545,MQL,Churned,2,in_app,1,2023-01-25 08:00:00,1,880.41,1012.74
546,Churned,Active,1,whatsapp,1,2023-03-22 09:00:00,3,1031.47,2473.14
547,MQL,At Risk,3,sms,1,2023-02-23 21:00:00,4,2685.42,3757.38
548,MQL,Active,1,sms,1,2023-03-16 06:00:00,4,1880.19,3173.77
550,MQL,Loyal,9,email,1,2023-03-01 02:00:00,4,1636.8,1822.68
551,MQL,Active,8,email,1,2023-02-09 11:00:00,3,2024.93,4659.64
552,Customer,Active,1,sms,1,2023-03-12 10:00:00,1,182.43,387.41
554,Lead,Loyal,8,phone,1,2023-02-26 11:00:00,3,1024.9299999999998,2485.93
556,Active,Churned,5,whatsapp,1,2023-02-03 05:00:00,3,1296.24,2844.29
557,MQL,Churned,0,email,1,2023-01-05 07:00:00,1,86.0,132.37
558,Churned,Active,3,phone,1,2023-03-14 20:00:00,2,1855.5900000000001,2685.08
559,MQL,Loyal,0,in_app,1,2023-02-21 16:00:00,1,21.53,44.71
560,Churned,Loyal,5,email,0,2023-01-22 03:00:00,1,729.85,1174.88
561,Customer,At Risk,3,phone,1,2023-03-06 01:00:00,1,389.77,737.72
563,Churned,Churned,2,phone,0,2023-02-11 17:00:00,2,901.61,999.67
564,Active,New,2,whatsapp,1,2023-01-29 10:00:00,3,1483.3899999999999,1760.25
565,Lead,Churned,8,whatsapp,0,2023-02-08 11:00:00,2,697.4000000000001,1289.85
566,Churned,Churned,5,in_app,0,2023-02-04 08:00:00,3,1748.78,3309.57
567,Churned,At Risk,8,phone,1,2023-03-03 08:00:00,1,510.61,1098.85
569,Lead,New,4,phone,1,2023-03-18 05:00:00,2,1391.0,1787.09
570,Active,At Risk,1,whatsapp,1,2023-01-19 15:00:00,2,1000.9599999999999,1820.2
571,MQL,New,7,email,1,2023-03-19 05:00:00,1,280.02,384.25
572,Churned,Active,4,email,1,2023-02-24 02:00:00,3,1365.32,1679.99
573,Lead,New,1,sms,1,2023-02-15 05:00:00,1,191.38,320.5
574,Customer,At Risk,3,whatsapp,1,2023-02-24 20:00:00,4,1710.46,2272.64
575,Lead,Churned,8,sms,1,2023-03-04 00:00:00,4,2060.55,2906.39
576,Customer,New,3,whatsapp,1,2023-03-14 21:00:00,1,993.39,1534.37
577,Active,New,3,in_app,1,2023-03-23 16:00:00,2,1060.6399999999999,1551.87
578,MQL,Loyal,1,phone,1,2023-02-10 14:00:00,2,837.19,1023.57
579,Lead,Churned,5,in_app,1,2023-03-09 01:00:00,2,1234.5700000000002,1513.44
580,Churned,Active,10,whatsapp,1,2023-02-17 18:00:00,2,1003.48,1375.32
581,Active,At Risk,1,phone,1,2023-02-23 08:00:00,2,1096.15,1283.35
582,Lead,Active,6,email,1,2023-02-19 07:00:00,1,122.14,241.48
585,Churned,Churned,2,email,1,2023-03-24 09:00:00,1,655.53,984.77
587,Lead,New,2,sms,1,2023-01-12 09:00:00,1,914.12,1363.54
588,Customer,New,4,whatsapp,1,2023-03-13 19:00:00,3,1082.59,1694.03
590,Lead,Churned,2,whatsapp,1,2023-03-07 01:00:00,1,444.07,900.54
592,Lead,New,1,email,1,2023-03-18 11:00:00,1,820.44,1902.51
593,Lead,New,9,in_app,1,2023-03-11 20:00:00,2,1059.8000000000002,2292.05
594,Active,New,8,phone,1,2023-03-20 10:00:00,2,1296.27,2746.2
595,Lead,At Risk,1,in_app,1,2023-02-18 10:00:00,1,132.63,235.84
596,Churned,At Risk,10,in_app,1,2023-02-22 17:00:00,2,774.69,1604.64
598,Customer,Loyal,1,email,1,2023-02-27 08:00:00,1,577.99,1083.08
599,Customer,Active,7,email,1,2023-03-13 20:00:00,1,647.8,908.7
601,Lead,Churned,8,email,0,2023-02-24 22:00:00,2,1200.48,1671.1
602,Active,Churned,6,sms,1,2023-03-04 03:00:00,2,696.24,1054.77
604,Active,Churned,2,in_app,1,2023-03-09 04:00:00,4,3102.15,7367.99
605,Churned,Loyal,8,whatsapp,1,2023-01-26 12:00:00,1,558.54,1042.45
606,Lead,At Risk,2,phone,1,2023-02-23 05:00:00,2,1108.07,2357.38
607,Customer,Loyal,4,sms,1,2023-02-19 16:00:00,3,1575.17,2496.93
608,Active,Churned,8,whatsapp,1,2023-03-22 17:00:00,3,1051.15,1756.26
609,Lead,Active,2,in_app,1,2023-03-09 03:00:00,3,1871.79,2388.01
610,Active,New,6,email,0,2023-03-14 07:00:00,4,2365.21,3168.94
611,Active,At Risk,0,in_app,1,2023-01-11 03:00:00,1,564.26,1274.27
612,Customer,At Risk,3,phone,1,2023-01-28 22:00:00,2,1297.6399999999999,2489.88
613,MQL,Loyal,3,sms,1,2023-03-17 22:00:00,8,3426.9,5388.96
615,Churned,At Risk,6,sms,1,2023-03-20 19:00:00,1,709.63,1578.21
616,Churned,Churned,7,phone,1,2023-03-17 06:00:00,5,1890.86,2732.53
617,Customer,Churned,0,whatsapp,1,2023-01-26 18:00:00,1,123.55,304.73
620,Active,Loyal,4,whatsapp,1,2023-03-21 01:00:00,3,1592.06,2519.82
622,Lead,Churned,6,sms,1,2023-03-03 00:00:00,1,128.78,202.47
623,Active,Active,3,sms,1,2023-03-15 22:00:00,5,2015.41,3097.03
624,Customer,Loyal,3,email,0,2023-03-10 09:00:00,4,2363.6800000000003,3004.13
625,Churned,Active,3,whatsapp,1,2023-02-15 11:00:00,3,1727.33,2168.82
626,Active,New,5,phone,1,2023-01-26 23:00:00,2,843.22,1692.64
627,Churned,Active,6,whatsapp,1,2023-02-28 13:00:00,1,766.56,1782.38
628,Lead,New,1,email,0,2023-01-12 08:00:00,2,1300.31,2869.43
629,Churned,New,4,sms,1,2023-03-20 00:00:00,2,1484.1999999999998,1925.82
630,Churned,Active,3,sms,1,2023-03-05 19:00:00,1,845.86,1576.53
631,MQL,Loyal,2,email,0,2023-02-17 01:00:00,1,832.81,1039.2
632,MQL,Churned,6,phone,1,2023-03-11 23:00:00,1,539.07,627.16
633,MQL,Churned,10,sms,1,2023-01-06 06:00:00,1,798.91,1612.95
634,Churned,New,5,in_app,1,2023-03-14 19:00:00,5,1248.6,2308.93
635,Customer,New,6,sms,1,2023-02-27 12:00:00,1,58.67,71.27
636,Churned,Loyal,4,in_app,1,2023-01-20 22:00:00,1,435.26,500.08
637,Customer,At Risk,5,email,1,2023-02-25 10:00:00,1,58.22,144.72
638,Customer,Active,4,email,1,2023-02-02 04:00:00,3,970.75,1108.63
639,MQL,New,6,sms,1,2023-02-15 17:00:00,2,797.9000000000001,1374.25
640,Active,Churned,1,whatsapp,0,2023-03-04 13:00:00,4,1547.28,2795.11
641,Lead,Loyal,10,in_app,1,2023-03-17 02:00:00,3,1254.98,1586.54
642,MQL,Active,4,phone,1,2023-02-22 16:00:00,2,1131.53,1512.5
643,MQL,Loyal,5,sms,1,2023-03-07 19:00:00,2,1007.44,1604.38
644,Active,Active,5,phone,1,2023-03-07 13:00:00,1,482.84,1046.0
645,Lead,Active,4,sms,1,2023-02-21 05:00:00,3,1407.4299999999998,2547.33
646,Churned,New,9,whatsapp,0,2023-03-14 04:00:00,4,1704.05,3396.28
648,Churned,Loyal,6,whatsapp,1,2023-02-28 03:00:00,4,2696.52,6685.33
649,MQL,Loyal,9,whatsapp,1,2023-01-06 15:00:00,1,443.69,965.12
650,Lead,Churned,7,whatsapp,1,2023-02-22 11:00:00,1,685.1,1170.22
652,MQL,Churned,6,email,1,2023-01-11 15:00:00,1,870.91,1502.34
653,Customer,New,4,email,1,2023-02-02 01:00:00,2,860.47,1691.93
654,MQL,New,0,in_app,1,2023-02-21 19:00:00,2,484.32,983.9
655,MQL,At Risk,4,phone,1,2023-03-19 04:00:00,2,186.41,335.72
656,Churned,Churned,9,sms,1,2023-02-04 11:00:00,3,1786.86,3578.73
657,Churned,Active,1,sms,1,2023-02-01 02:00:00,2,1215.8400000000001,1377.48
658,Churned,Loyal,4,email,1,2023-01-30 19:00:00,1,366.19,623.06
659,Customer,New,4,sms,1,2023-02-03 20:00:00,5,3063.94,4566.84
660,Churned,Loyal,1,email,0,2023-02-28 21:00:00,3,1544.96,1978.85
661,Lead,Loyal,4,in_app,1,2023-03-18 16:00:00,2,1076.6,1334.3
662,Active,At Risk,3,phone,1,2023-03-05 07:00:00,2,774.49,1505.97
663,Lead,Churned,0,in_app,1,2023-02-12 20:00:00,3,1053.49,1931.09
664,Lead,New,2,whatsapp,1,2023-03-15 23:00:00,6,3182.58,4630.71
665,Churned,Loyal,0,whatsapp,1,2023-03-24 04:00:00,3,1576.99,2774.45
666,Active,New,10,whatsapp,1,2023-03-12 21:00:00,4,2036.23,3643.07
667,Active,Active,4,in_app,1,2023-02-13 12:00:00,1,32.36,44.43
668,Active,At Risk,3,sms,1,2023-02-04 23:00:00,1,596.44,1200.59
669,Customer,Active,6,phone,0,2023-02-26 16:00:00,1,210.73,462.19
670,Churned,New,4,whatsapp,1,2023-03-23 23:00:00,4,2413.9700000000003,5330.16
672,Active,New,9,whatsapp,1,2023-02-13 14:00:00,4,1317.58,2560.66
673,Customer,Churned,3,whatsapp,1,2023-03-10 05:00:00,3,1599.49,2905.14
674,MQL,Loyal,1,phone,1,2023-02-09 14:00:00,1,168.22,199.41
675,MQL,Loyal,3,whatsapp,1,2023-01-25 06:00:00,2,930.76,1398.9
676,Customer,Active,1,phone,1,2023-03-15 13:00:00,4,1236.67,1521.82
677,Customer,At Risk,7,whatsapp,1,2023-03-13 15:00:00,3,1274.8899999999999,3122.65
678,Churned,Loyal,2,in_app,1,2023-03-07 10:00:00,1,853.34,1100.05
681,Churned,Churned,8,in_app,1,2023-01-13 09:00:00,1,663.6,870.97
682,MQL,Active,3,phone,1,2023-02-14 00:00:00,4,1914.73,4490.82
683,Active,Active,5,in_app,1,2023-03-01 21:00:00,1,808.35,1957.42
684,MQL,Churned,9,phone,1,2023-01-08 13:00:00,3,2083.29,4525.24
685,Active,At Risk,4,in_app,1,2023-03-14 13:00:00,5,3063.26,3392.77
686,Active,Churned,9,in_app,1,2023-01-17 02:00:00,1,416.06,458.45
688,Churned,At Risk,0,phone,1,2023-03-20 04:00:00,2,1163.22,1895.28
689,Lead,Churned,8,sms,1,2023-03-23 18:00:00,4,1906.17,2479.46
690,Lead,Churned,0,in_app,1,2023-02-22 07:00:00,2,232.62,261.87
691,Customer,New,7,whatsapp,0,2023-02-25 09:00:00,3,1368.29,2394.09
692,Churned,Active,8,sms,1,2023-02-18 15:00:00,4,2281.04,5520.77
693,Active,Churned,8,phone,1,2023-03-15 03:00:00,2,1448.1,2249.4
695,Lead,Churned,0,sms,0,2023-01-28 04:00:00,1,425.85,862.6
696,Active,Loyal,1,email,1,2023-02-28 00:00:00,2,1440.31,2899.53
697,Lead,Active,0,email,1,2023-03-23 04:00:00,2,1285.05,1865.27
698,Lead,Loyal,9,in_app,0,2023-02-05 07:00:00,2,1489.91,2995.61
699,Lead,Active,1,in_app,1,2023-02-16 06:00:00,4,2106.77,2943.72
700,Churned,Loyal,9,whatsapp,1,2023-03-10 14:00:00,2,1008.41,1281.5
701,MQL,Churned,7,sms,1,2023-03-05 23:00:00,1,445.14,926.75
702,Active,Churned,4,email,1,2023-03-14 18:00:00,1,303.11,381.56
704,Churned,New,10,in_app,1,2023-02-10 19:00:00,3,1374.44,3430.15
705,Churned,Loyal,6,sms,1,2023-03-24 06:00:00,2,514.84,698.55
706,Churned,At Risk,1,in_app,1,2023-01-13 04:00:00,1,601.09,1161.18
707,Churned,New,7,in_app,1,2023-03-11 00:00:00,1,157.99,264.78
709,Churned,Loyal,10,email,1,2023-03-10 19:00:00,3,2714.65,3466.45
710,Customer,Loyal,5,email,1,2023-03-24 22:00:00,6,2501.38,2849.03
711,Active,New,7,in_app,1,2023-03-19 14:00:00,2,1831.19,3610.79
712,Churned,Churned,0,phone,1,2023-03-01 04:00:00,1,450.37,1004.08
713,Active,Loyal,0,in_app,1,2023-03-16 23:00:00,1,516.78,1177.65
714,Customer,Churned,6,in_app,1,2023-03-11 21:00:00,4,1843.12,3273.01
715,Customer,New,7,whatsapp,1,2023-02-20 23:00:00,1,517.26,1131.99
717,Active,Churned,2,whatsapp,1,2023-02-09 00:00:00,1,71.21,145.41
718,Lead,Active,4,whatsapp,0,2023-01-29 07:00:00,1,742.61,1569.85
719,MQL,At Risk,0,phone,1,2023-02-15 15:00:00,1,52.53,94.01
720,Lead,Loyal,6,phone,1,2023-01-13 07:00:00,2,1153.71,2292.16
721,Lead,At Risk,4,in_app,1,2023-03-12 04:00:00,1,289.21,644.28
722,Lead,Churned,7,whatsapp,1,2023-03-21 22:00:00,1,836.17,1385.57
723,Churned,Loyal,7,phone,1,2023-03-06 11:00:00,1,718.79,1601.73
724,Customer,Churned,8,email,1,2023-02-21 11:00:00,2,1061.09,2046.66
725,Lead,Active,6,in_app,1,2023-02-24 13:00:00,1,171.37,228.31
726,Customer,New,10,sms,0,2023-03-02 16:00:00,3,2323.3,2635.92
727,Active,Loyal,0,in_app,1,2023-03-20 08:00:00,6,1967.3,3163.13
728,MQL,Active,2,sms,1,2023-01-03 00:00:00,1,94.61,176.48
729,Active,Active,7,whatsapp,1,2023-01-28 16:00:00,2,307.52,699.84
730,Active,Loyal,2,sms,1,2023-02-14 14:00:00,2,666.81,852.5
731,Churned,Churned,7,whatsapp,1,2023-03-14 05:00:00,1,927.67,2059.7
732,MQL,Active,0,email,1,2023-02-20 08:00:00,3,772.0,1781.94
733,Active,At Risk,4,sms,1,2023-01-30 16:00:00,1,31.87,41.78
734,Active,Active,3,in_app,1,2023-03-11 09:00:00,4,1425.31,3267.14
735,MQL,Churned,4,whatsapp,1,2023-03-09 22:00:00,3,2334.55,5808.44
736,MQL,Churned,7,in_app,1,2023-03-12 03:00:00,5,3180.18,6734.27
738,Active,At Risk,9,phone,1,2023-02-18 18:00:00,2,623.23,1370.28
739,MQL,Active,3,whatsapp,1,2023-03-22 18:00:00,6,2617.92,6524.33
740,Active,Churned,10,sms,1,2023-02-05 14:00:00,1,347.55,676.91
741,Active,Loyal,3,whatsapp,1,2023-02-19 00:00:00,2,1103.6399999999999,1689.72
743,Churned,New,2,in_app,1,2023-01-04 08:00:00,1,517.32,1175.63
744,Lead,New,6,email,1,2023-03-15 17:00:00,1,236.44,463.49
745,Active,New,2,whatsapp,1,2023-01-15 22:00:00,2,294.34000000000003,563.27
746,Customer,Active,2,sms,1,2023-03-10 22:00:00,1,240.87,350.49
747,Lead,At Risk,10,phone,1,2023-02-12 13:00:00,1,291.37,629.03
748,Lead,Churned,9,email,0,2023-03-23 07:00:00,3,985.45,1196.67
749,Lead,Loyal,4,phone,1,2023-03-14 09:00:00,4,2488.14,5956.61
750,Churned,Loyal,4,whatsapp,1,2023-02-16 13:00:00,3,2297.23,3574.84
751,Active,Active,5,in_app,1,2023-03-16 07:00:00,4,2224.5,2844.88
752,Churned,New,7,in_app,1,2023-02-12 15:00:00,3,1173.14,2017.0
754,Active,Active,9,sms,1,2023-02-02 02:00:00,2,634.78,736.0
755,Churned,At Risk,5,in_app,1,2023-02-28 14:00:00,1,398.81,820.94
758,Churned,At Risk,0,email,0,2023-03-16 00:00:00,3,2232.46,5277.06
759,Customer,Churned,7,in_app,1,2023-03-22 12:00:00,6,2051.26,4660.81
761,Churned,Churned,7,sms,1,2023-03-08 22:00:00,3,2120.03,2710.07
762,MQL,At Risk,8,whatsapp,0,2023-03-16 05:00:00,3,2011.7,2568.5
763,Customer,At Risk,8,whatsapp,1,2023-03-04 17:00:00,2,1030.58,2307.27
764,Churned,At Risk,1,in_app,1,2023-02-10 20:00:00,5,2386.24,5712.55
767,Lead,Active,1,phone,0,2023-03-08 19:00:00,4,2705.63,4721.16
769,MQL,At Risk,2,whatsapp,1,2023-03-07 00:00:00,5,1861.79,3348.54
771,MQL,Loyal,0,in_app,0,2023-02-09 17:00:00,3,2026.7,3132.4
772,MQL,New,3,sms,1,2023-02-09 01:00:00,1,430.42,1012.34
773,Customer,At Risk,3,in_app,1,2023-01-02 09:00:00,1,890.97,1784.49
774,Churned,New,8,whatsapp,1,2023-02-12 08:00:00,2,1524.79,2292.6
775,Churned,Active,8,sms,1,2023-03-10 04:00:00,1,468.84,711.84
776,Lead,New,8,in_app,1,2023-03-18 14:00:00,5,4060.4,9532.52
777,Lead,Active,9,email,1,2023-02-22 23:00:00,1,543.29,607.99
778,MQL,Loyal,6,sms,1,2023-03-19 12:00:00,2,1262.54,1959.23
779,Lead,Active,1,email,1,2023-03-15 09:00:00,5,2357.2,4422.34
780,Customer,Active,9,phone,1,2023-01-28 02:00:00,2,595.96,779.22
781,Churned,Churned,4,sms,0,2023-03-22 13:00:00,1,300.04,368.73
782,MQL,At Risk,3,email,1,2023-03-19 22:00:00,1,864.46,1937.59
783,Lead,At Risk,10,whatsapp,0,2023-01-19 21:00:00,1,714.87,1681.49
784,Customer,Loyal,7,whatsapp,1,2023-02-04 18:00:00,1,23.15,52.16
