interaction_id,customer_id,interaction_date,interaction_type,channel,agent_id,outcome,notes
962,157,2023-04-16,chatbot,phone,31,follow_up,Synthetic interaction for CRM lab.
963,157,2023-05-01,meeting,email,45,follow_up,Synthetic interaction for CRM lab.
964,157,2023-05-16,chatbot,in_app,46,escalated,Synthetic interaction for CRM lab.
965,157,2023-05-31,phone_call,sms,27,resolved,Synthetic interaction for CRM lab.
966,157,2023-06-15,email,whatsapp,48,resolved,Synthetic interaction for CRM lab.
967,158,2023-01-01,email,in_app,11,follow_up,Synthetic interaction for CRM lab.
968,158,2023-01-16,email,in_app,43,follow_up,Synthetic interaction for CRM lab.
969,158,2023-01-31,whatsapp,in_app,46,answered,Synthetic interaction for CRM lab.
970,158,2023-02-15,whatsapp,sms,16,escalated,Synthetic interaction for CRM lab.
971,159,2023-01-01,email,sms,19,no_answer,Synthetic interaction for CRM lab.
972,159,2023-01-16,email,in_app,26,no_answer,Synthetic interaction for CRM lab.
973,159,2023-01-31,meeting,email,44,resolved,Synthetic interaction for CRM lab.
974,159,2023-02-15,whatsapp,in_app,2,answered,Synthetic interaction for CRM lab.
975,159,2023-03-02,chatbot,in_app,9,escalated,Synthetic interaction for CRM lab.
976,159,2023-03-17,whatsapp,in_app,16,follow_up,Synthetic interaction for CRM lab.
977,159,2023-04-01,phone_call,phone,44,follow_up,Synthetic interaction for CRM lab.
978,159,2023-04-16,phone_call,in_app,17,follow_up,Synthetic interaction for CRM lab.
979,159,2023-05-01,meeting,in_app,19,answered,Synthetic interaction for CRM lab.
980,159,2023-05-16,whatsapp,in_app,40,no_answer,Synthetic interaction for CRM lab.
981,160,2023-01-01,phone_call,phone,50,follow_up,Synthetic interaction for CRM lab.
982,160,2023-01-16,email,whatsapp,33,escalated,Synthetic interaction for CRM lab.
983,160,2023-01-31,meeting,in_app,43,follow_up,Synthetic interaction for CRM lab.
984,160,2023-02-15,email,whatsapp,26,follow_up,Synthetic interaction for CRM lab.
985,160,2023-03-02,email,email,50,answered,Synthetic interaction for CRM lab.
986,160,2023-03-17,meeting,in_app,43,resolved,Synthetic interaction for CRM lab.
987,160,2023-04-01,whatsapp,sms,3,no_answer,Synthetic interaction for CRM lab.
988,160,2023-04-16,email,email,39,no_answer,Synthetic interaction for CRM lab.
989,160,2023-05-01,meeting,in_app,12,answered,Synthetic interaction for CRM lab.
990,160,2023-05-16,chatbot,whatsapp,21,resolved,Synthetic interaction for CRM lab.
991,160,2023-05-31,phone_call,whatsapp,3,escalated,Synthetic interaction for CRM lab.
992,160,2023-06-15,email,sms,32,no_answer,Synthetic interaction for CRM lab.
993,160,2023-06-30,chatbot,sms,28,escalated,Synthetic interaction for CRM lab.
994,161,2023-01-01,whatsapp,in_app,4,answered,Synthetic interaction for CRM lab.
995,161,2023-01-16,meeting,whatsapp,10,no_answer,Synthetic interaction for CRM lab.
996,161,2023-01-31,phone_call,email,35,escalated,Synthetic interaction for CRM lab.
997,161,2023-02-15,phone_call,whatsapp,44,answered,Synthetic interaction for CRM lab.
998,162,2023-01-01,whatsapp,in_app,19,escalated,Synthetic interaction for CRM lab.
999,162,2023-01-16,email,email,36,escalated,Synthetic interaction for CRM lab.
1000,162,2023-01-31,chatbot,phone,26,resolved,Synthetic interaction for CRM lab.
1001,163,2023-01-01,phone_call,whatsapp,33,follow_up,Synthetic interaction for CRM lab.
1002,165,2023-01-01,chatbot,email,23,resolved,Synthetic interaction for CRM lab.
1003,165,2023-01-16,chatbot,in_app,43,escalated,Synthetic interaction for CRM lab.
1004,165,2023-01-31,phone_call,email,35,follow_up,Synthetic interaction for CRM lab.
1005,165,2023-02-15,email,in_app,47,resolved,Synthetic interaction for CRM lab.
1006,165,2023-03-02,whatsapp,email,19,answered,Synthetic interaction for CRM lab.
1007,165,2023-03-17,email,email,14,resolved,Synthetic interaction for CRM lab.
1008,165,2023-04-01,email,in_app,38,answered,Synthetic interaction for CRM lab.
1009,166,2023-01-01,whatsapp,email,33,escalated,Synthetic interaction for CRM lab.
1010,166,2023-01-16,chatbot,email,48,answered,Synthetic interaction for CRM lab.
1011,166,2023-01-31,chatbot,sms,10,no_answer,Synthetic interaction for CRM lab.
1012,166,2023-02-15,email,in_app,3,follow_up,Synthetic interaction for CRM lab.
1013,166,2023-03-02,phone_call,sms,34,answered,Synthetic interaction for CRM lab.
1014,166,2023-03-17,meeting,whatsapp,23,escalated,Synthetic interaction for CRM lab.
1015,166,2023-04-01,chatbot,email,34,answered,Synthetic interaction for CRM lab.
1016,166,2023-04-16,chatbot,whatsapp,7,escalated,Synthetic interaction for CRM lab.
1017,166,2023-05-01,chatbot,sms,18,escalated,Synthetic interaction for CRM lab.
1018,166,2023-05-16,email,in_app,49,resolved,Synthetic interaction for CRM lab.
1019,166,2023-05-31,chatbot,sms,4,no_answer,Synthetic interaction for CRM lab.
1020,166,2023-06-15,chatbot,email,5,no_answer,Synthetic interaction for CRM lab.
1021,167,2023-01-01,phone_call,email,4,no_answer,Synthetic interaction for CRM lab.
1022,167,2023-01-16,email,email,8,resolved,Synthetic interaction for CRM lab.
1023,167,2023-01-31,chatbot,in_app,26,no_answer,Synthetic interaction for CRM lab.
1024,167,2023-02-15,meeting,phone,12,answered,Synthetic interaction for CRM lab.
1025,167,2023-03-02,phone_call,email,3,resolved,Synthetic interaction for CRM lab.
1026,167,2023-03-17,whatsapp,phone,9,no_answer,Synthetic interaction for CRM lab.
1027,167,2023-04-01,whatsapp,phone,14,escalated,Synthetic interaction for CRM lab.
1028,167,2023-04-16,whatsapp,phone,33,no_answer,Synthetic interaction for CRM lab.
1029,167,2023-05-01,email,in_app,2,escalated,Synthetic interaction for CRM lab.
1030,167,2023-05-16,whatsapp,email,47,follow_up,Synthetic interaction for CRM lab.
1031,168,2023-01-01,chatbot,sms,8,no_answer,Synthetic interaction for CRM lab.
1032,170,2023-01-01,email,email,25,answered,Synthetic interaction for CRM lab.
1033,170,2023-01-16,phone_call,whatsapp,46,resolved,Synthetic interaction for CRM lab.
1034,170,2023-01-31,phone_call,email,42,escalated,Synthetic interaction for CRM lab.
1035,170,2023-02-15,email,sms,25,resolved,Synthetic interaction for CRM lab.
1036,170,2023-03-02,meeting,whatsapp,23,follow_up,Synthetic interaction for CRM lab.
1037,171,2023-01-01,phone_call,sms,8,answered,Synthetic interaction for CRM lab.
1038,171,2023-01-16,chatbot,in_app,33,follow_up,Synthetic interaction for CRM lab.
1039,172,2023-01-01,meeting,phone,32,follow_up,Synthetic interaction for CRM lab.
1040,172,2023-01-16,chatbot,email,31,escalated,Synthetic interaction for CRM lab.
1041,172,2023-01-31,meeting,whatsapp,24,answered,Synthetic interaction for CRM lab.
1042,172,2023-02-15,meeting,phone,19,resolved,Synthetic interaction for CRM lab.
1043,172,2023-03-02,meeting,email,10,resolved,Synthetic interaction for CRM lab.
1044,172,2023-03-17,whatsapp,sms,43,follow_up,Synthetic interaction for CRM lab.
1045,172,2023-04-01,meeting,email,48,follow_up,Synthetic interaction for CRM lab.
1046,172,2023-04-16,chatbot,email,9,answered,Synthetic interaction for CRM lab.
1047,172,2023-05-01,whatsapp,email,44,answered,Synthetic interaction for CRM lab.
1048,172,2023-05-16,chatbot,phone,33,answered,Synthetic interaction for CRM lab.
1049,172,2023-05-31,meeting,email,5,follow_up,Synthetic interaction for CRM lab.
1050,172,2023-06-15,phone_call,email,18,answered,Synthetic interaction for CRM lab.
1051,172,2023-06-30,whatsapp,in_app,8,follow_up,Synthetic interaction for CRM lab.
1052,173,2023-01-01,email,phone,5,follow_up,Synthetic interaction for CRM lab.
1053,173,2023-01-16,phone_call,phone,31,answered,Synthetic interaction for CRM lab.
1054,173,2023-01-31,phone_call,in_app,39,answered,Synthetic interaction for CRM lab.
1055,173,2023-02-15,whatsapp,in_app,48,answered,Synthetic interaction for CRM lab.
1056,173,2023-03-02,whatsapp,sms,29,resolved,Synthetic interaction for CRM lab.
1057,173,2023-03-17,email,in_app,27,answered,Synthetic interaction for CRM lab.
1058,173,2023-04-01,chatbot,in_app,12,answered,Synthetic interaction for CRM lab.
1059,173,2023-04-16,whatsapp,whatsapp,33,answered,Synthetic interaction for CRM lab.
1060,173,2023-05-01,phone_call,sms,9,answered,Synthetic interaction for CRM lab.
1061,173,2023-05-16,phone_call,phone,29,follow_up,Synthetic interaction for CRM lab.
1062,174,2023-01-01,chatbot,email,34,follow_up,Synthetic interaction for CRM lab.
1063,174,2023-01-16,chatbot,whatsapp,23,no_answer,Synthetic interaction for CRM lab.
1064,174,2023-01-31,chatbot,in_app,23,follow_up,Synthetic interaction for CRM lab.
1065,174,2023-02-15,phone_call,email,13,answered,Synthetic interaction for CRM lab.
1066,175,2023-01-01,chatbot,in_app,22,answered,Synthetic interaction for CRM lab.
1067,175,2023-01-16,meeting,email,9,resolved,Synthetic interaction for CRM lab.
1068,176,2023-01-01,phone_call,in_app,22,follow_up,Synthetic interaction for CRM lab.
1069,176,2023-01-16,chatbot,whatsapp,1,answered,Synthetic interaction for CRM lab.
1070,177,2023-01-01,meeting,in_app,13,escalated,Synthetic interaction for CRM lab.
1071,177,2023-01-16,email,whatsapp,7,escalated,Synthetic interaction for CRM lab.
1072,177,2023-01-31,chatbot,email,30,answered,Synthetic interaction for CRM lab.
1073,177,2023-02-15,email,whatsapp,16,escalated,Synthetic interaction for CRM lab.
1074,177,2023-03-02,phone_call,phone,16,escalated,Synthetic interaction for CRM lab.
1075,177,2023-03-17,chatbot,in_app,32,escalated,Synthetic interaction for CRM lab.
1076,177,2023-04-01,whatsapp,phone,36,no_answer,Synthetic interaction for CRM lab.
1077,177,2023-04-16,phone_call,email,29,escalated,Synthetic interaction for CRM lab.
1078,177,2023-05-01,chatbot,email,23,follow_up,Synthetic interaction for CRM lab.
1079,177,2023-05-16,whatsapp,sms,35,follow_up,Synthetic interaction for CRM lab.
1080,177,2023-05-31,chatbot,phone,11,follow_up,Synthetic interaction for CRM lab.
1081,177,2023-06-15,email,sms,38,answered,Synthetic interaction for CRM lab.
1082,178,2023-01-01,phone_call,sms,31,follow_up,Synthetic interaction for CRM lab.
1083,178,2023-01-16,whatsapp,sms,43,answered,Synthetic interaction for CRM lab.
1084,178,2023-01-31,email,whatsapp,45,no_answer,Synthetic interaction for CRM lab.
1085,178,2023-02-15,meeting,email,20,escalated,Synthetic interaction for CRM lab.
1086,178,2023-03-02,email,in_app,37,follow_up,Synthetic interaction for CRM lab.
1087,178,2023-03-17,meeting,sms,19,resolved,Synthetic interaction for CRM lab.
1088,178,2023-04-01,whatsapp,email,13,resolved,Synthetic interaction for CRM lab.
1089,178,2023-04-16,phone_call,in_app,23,follow_up,Synthetic interaction for CRM lab.
1090,178,2023-05-01,phone_call,phone,45,escalated,Synthetic interaction for CRM lab.
1091,178,2023-05-16,chatbot,whatsapp,50,resolved,Synthetic interaction for CRM lab.
1092,178,2023-05-31,whatsapp,email,40,escalated,Synthetic interaction for CRM lab.
1093,178,2023-06-15,phone_call,whatsapp,17,follow_up,Synthetic interaction for CRM lab.
1094,178,2023-06-30,whatsapp,sms,8,resolved,Synthetic interaction for CRM lab.
1095,179,2023-01-01,email,phone,2,escalated,Synthetic interaction for CRM lab.
1096,179,2023-01-16,chatbot,phone,19,resolved,Synthetic interaction for CRM lab.
1097,179,2023-01-31,meeting,in_app,26,follow_up,Synthetic interaction for CRM lab.
1098,179,2023-02-15,phone_call,email,2,answered,Synthetic interaction for CRM lab.
1099,179,2023-03-02,meeting,sms,2,no_answer,Synthetic interaction for CRM lab.
1100,179,2023-03-17,email,sms,12,answered,Synthetic interaction for CRM lab.
1101,179,2023-04-01,meeting,email,28,answered,Synthetic interaction for CRM lab.
1102,179,2023-04-16,phone_call,in_app,46,answered,Synthetic interaction for CRM lab.
1103,179,2023-05-01,chatbot,phone,6,no_answer,Synthetic interaction for CRM lab.
1104,179,2023-05-16,meeting,in_app,43,resolved,Synthetic interaction for CRM lab.
1105,179,2023-05-31,chatbot,email,7,answered,Synthetic interaction for CRM lab.
1106,180,2023-01-01,whatsapp,email,13,escalated,Synthetic interaction for CRM lab.
1107,180,2023-01-16,email,in_app,48,escalated,Synthetic interaction for CRM lab.
1108,181,2023-01-01,whatsapp,phone,19,escalated,Synthetic interaction for CRM lab.
1109,181,2023-01-16,whatsapp,in_app,13,no_answer,Synthetic interaction for CRM lab.
1110,181,2023-01-31,phone_call,sms,25,resolved,Synthetic interaction for CRM lab.
1111,181,2023-02-15,meeting,whatsapp,46,escalated,Synthetic interaction for CRM lab.
1112,181,2023-03-02,chatbot,in_app,1,follow_up,Synthetic interaction for CRM lab.
1113,181,2023-03-17,whatsapp,in_app,33,resolved,Synthetic interaction for CRM lab.
1114,181,2023-04-01,phone_call,whatsapp,27,resolved,Synthetic interaction for CRM lab.
1115,181,2023-04-16,email,whatsapp,28,answered,Synthetic interaction for CRM lab.
1116,181,2023-05-01,meeting,email,16,escalated,Synthetic interaction for CRM lab.
1117,181,2023-05-16,email,phone,13,resolved,Synthetic interaction for CRM lab.
1118,182,2023-01-01,chatbot,sms,28,no_answer,Synthetic interaction for CRM lab.
1119,182,2023-01-16,meeting,whatsapp,35,no_answer,Synthetic interaction for CRM lab.
1120,182,2023-01-31,email,email,18,answered,Synthetic interaction for CRM lab.
1121,182,2023-02-15,email,in_app,2,answered,Synthetic interaction for CRM lab.
1122,182,2023-03-02,chatbot,whatsapp,43,no_answer,Synthetic interaction for CRM lab.
1123,183,2023-01-01,phone_call,phone,35,resolved,Synthetic interaction for CRM lab.
1124,184,2023-01-01,whatsapp,in_app,44,answered,Synthetic interaction for CRM lab.
1125,184,2023-01-16,meeting,email,48,resolved,Synthetic interaction for CRM lab.
1126,184,2023-01-31,phone_call,sms,38,escalated,Synthetic interaction for CRM lab.
1127,186,2023-01-01,whatsapp,in_app,22,answered,Synthetic interaction for CRM lab.
1128,187,2023-01-01,email,whatsapp,13,follow_up,Synthetic interaction for CRM lab.
1129,187,2023-01-16,whatsapp,phone,47,escalated,Synthetic interaction for CRM lab.
1130,187,2023-01-31,whatsapp,phone,7,escalated,Synthetic interaction for CRM lab.
1131,187,2023-02-15,meeting,email,30,no_answer,Synthetic interaction for CRM lab.
1132,187,2023-03-02,email,sms,40,follow_up,Synthetic interaction for CRM lab.
1133,187,2023-03-17,whatsapp,in_app,2,no_answer,Synthetic interaction for CRM lab.
1134,187,2023-04-01,chatbot,email,43,follow_up,Synthetic interaction for CRM lab.
1135,187,2023-04-16,phone_call,phone,44,answered,Synthetic interaction for CRM lab.
1136,187,2023-05-01,meeting,sms,10,no_answer,Synthetic interaction for CRM lab.
1137,187,2023-05-16,phone_call,sms,9,no_answer,Synthetic interaction for CRM lab.
1138,187,2023-05-31,whatsapp,email,40,follow_up,Synthetic interaction for CRM lab.
1139,187,2023-06-15,email,phone,15,escalated,Synthetic interaction for CRM lab.
1140,187,2023-06-30,phone_call,sms,22,resolved,Synthetic interaction for CRM lab.
1141,187,2023-07-15,email,sms,6,no_answer,Synthetic interaction for CRM lab.
1142,188,2023-01-01,phone_call,email,24,resolved,Synthetic interaction for CRM lab.
1143,188,2023-01-16,whatsapp,in_app,35,follow_up,Synthetic interaction for CRM lab.
1144,188,2023-01-31,phone_call,in_app,48,answered,Synthetic interaction for CRM lab.
1145,188,2023-02-15,email,whatsapp,35,resolved,Synthetic interaction for CRM lab.
1146,188,2023-03-02,chatbot,whatsapp,28,escalated,Synthetic interaction for CRM lab.
1147,188,2023-03-17,email,sms,15,escalated,Synthetic interaction for CRM lab.
1148,188,2023-04-01,meeting,whatsapp,42,answered,Synthetic interaction for CRM lab.
1149,188,2023-04-16,whatsapp,whatsapp,23,escalated,Synthetic interaction for CRM lab.
1150,188,2023-05-01,meeting,email,29,answered,Synthetic interaction for CRM lab.
1151,188,2023-05-16,meeting,whatsapp,38,follow_up,Synthetic interaction for CRM lab.
1152,188,2023-05-31,whatsapp,email,7,answered,Synthetic interaction for CRM lab.
1153,189,2023-01-01,email,in_app,26,escalated,Synthetic interaction for CRM lab.
1154,190,2023-01-01,chatbot,sms,38,answered,Synthetic interaction for CRM lab.
1155,190,2023-01-16,meeting,sms,17,resolved,Synthetic interaction for CRM lab.
1156,190,2023-01-31,whatsapp,email,50,follow_up,Synthetic interaction for CRM lab.
1157,190,2023-02-15,chatbot,email,20,resolved,Synthetic interaction for CRM lab.
1158,190,2023-03-02,chatbot,in_app,15,answered,Synthetic interaction for CRM lab.
1159,190,2023-03-17,whatsapp,in_app,29,escalated,Synthetic interaction for CRM lab.
1160,190,2023-04-01,phone_call,email,41,answered,Synthetic interaction for CRM lab.
1161,190,2023-04-16,email,email,44,escalated,Synthetic interaction for CRM lab.
1162,190,2023-05-01,meeting,phone,19,escalated,Synthetic interaction for CRM lab.
1163,190,2023-05-16,phone_call,sms,19,no_answer,Synthetic interaction for CRM lab.
1164,190,2023-05-31,whatsapp,phone,31,resolved,Synthetic interaction for CRM lab.
1165,191,2023-01-01,whatsapp,phone,7,resolved,Synthetic interaction for CRM lab.
1166,191,2023-01-16,chatbot,sms,39,resolved,Synthetic interaction for CRM lab.
1167,191,2023-01-31,chatbot,sms,5,escalated,Synthetic interaction for CRM lab.
1168,191,2023-02-15,chatbot,phone,19,no_answer,Synthetic interaction for CRM lab.
1169,191,2023-03-02,chatbot,whatsapp,30,follow_up,Synthetic interaction for CRM lab.
1170,191,2023-03-17,chatbot,whatsapp,43,escalated,Synthetic interaction for CRM lab.
1171,191,2023-04-01,email,email,9,escalated,Synthetic interaction for CRM lab.
1172,192,2023-01-01,phone_call,in_app,15,escalated,Synthetic interaction for CRM lab.
1173,192,2023-01-16,chatbot,whatsapp,27,follow_up,Synthetic interaction for CRM lab.
1174,192,2023-01-31,meeting,phone,13,escalated,Synthetic interaction for CRM lab.
1175,192,2023-02-15,whatsapp,in_app,8,escalated,Synthetic interaction for CRM lab.
1176,192,2023-03-02,email,in_app,12,follow_up,Synthetic interaction for CRM lab.
1177,192,2023-03-17,phone_call,phone,41,no_answer,Synthetic interaction for CRM lab.
1178,192,2023-04-01,phone_call,whatsapp,16,follow_up,Synthetic interaction for CRM lab.
1179,192,2023-04-16,meeting,email,50,resolved,Synthetic interaction for CRM lab.
1180,192,2023-05-01,email,phone,42,follow_up,Synthetic interaction for CRM lab.
1181,194,2023-01-01,email,phone,23,resolved,Synthetic interaction for CRM lab.
1182,194,2023-01-16,meeting,in_app,2,follow_up,Synthetic interaction for CRM lab.
1183,194,2023-01-31,phone_call,email,14,resolved,Synthetic interaction for CRM lab.
1184,194,2023-02-15,email,in_app,36,follow_up,Synthetic interaction for CRM lab.
1185,194,2023-03-02,meeting,phone,6,no_answer,Synthetic interaction for CRM lab.
1186,194,2023-03-17,meeting,in_app,42,no_answer,Synthetic interaction for CRM lab.
1187,194,2023-04-01,whatsapp,sms,10,escalated,Synthetic interaction for CRM lab.
1188,194,2023-04-16,email,sms,46,no_answer,Synthetic interaction for CRM lab.
1189,194,2023-05-01,chatbot,sms,8,follow_up,Synthetic interaction for CRM lab.
1190,194,2023-05-16,meeting,phone,42,answered,Synthetic interaction for CRM lab.
1191,194,2023-05-31,chatbot,email,21,follow_up,Synthetic interaction for CRM lab.
1192,194,2023-06-15,phone_call,phone,27,resolved,Synthetic interaction for CRM lab.
1193,194,2023-06-30,email,email,50,no_answer,Synthetic interaction for CRM lab.
1194,195,2023-01-01,meeting,email,37,follow_up,Synthetic interaction for CRM lab.
1195,195,2023-01-16,email,sms,19,answered,Synthetic interaction for CRM lab.
1196,195,2023-01-31,email,sms,13,resolved,Synthetic interaction for CRM lab.
1197,196,2023-01-01,whatsapp,sms,5,answered,Synthetic interaction for CRM lab.
1198,198,2023-01-01,meeting,sms,4,follow_up,Synthetic interaction for CRM lab.
1199,198,2023-01-16,chatbot,in_app,41,no_answer,Synthetic interaction for CRM lab.
1200,198,2023-01-31,whatsapp,email,16,answered,Synthetic interaction for CRM lab.
1201,198,2023-02-15,meeting,phone,23,no_answer,Synthetic interaction for CRM lab.
1202,198,2023-03-02,whatsapp,phone,33,no_answer,Synthetic interaction for CRM lab.
1203,198,2023-03-17,phone_call,in_app,23,answered,Synthetic interaction for CRM lab.
1204,200,2023-01-01,phone_call,phone,15,no_answer,Synthetic interaction for CRM lab.
1205,200,2023-01-16,phone_call,in_app,23,follow_up,Synthetic interaction for CRM lab.
1206,200,2023-01-31,email,sms,9,no_answer,Synthetic interaction for CRM lab.
1207,200,2023-02-15,meeting,email,16,resolved,Synthetic interaction for CRM lab.
1208,200,2023-03-02,whatsapp,email,31,no_answer,Synthetic interaction for CRM lab.
1209,200,2023-03-17,meeting,in_app,16,resolved,Synthetic interaction for CRM lab.
1210,201,2023-01-01,chatbot,phone,11,escalated,Synthetic interaction for CRM lab.
1211,201,2023-01-16,whatsapp,sms,10,escalated,Synthetic interaction for CRM lab.
1212,201,2023-01-31,meeting,email,43,no_answer,Synthetic interaction for CRM lab.
1213,201,2023-02-15,phone_call,sms,14,answered,Synthetic interaction for CRM lab.
1214,201,2023-03-02,whatsapp,sms,28,no_answer,Synthetic interaction for CRM lab.
1215,201,2023-03-17,whatsapp,email,36,no_answer,Synthetic interaction for CRM lab.
1216,201,2023-04-01,phone_call,in_app,50,no_answer,Synthetic interaction for CRM lab.
1217,201,2023-04-16,whatsapp,phone,17,resolved,Synthetic interaction for CRM lab.
1218,201,2023-05-01,whatsapp,phone,39,answered,Synthetic interaction for CRM lab.
1219,201,2023-05-16,meeting,whatsapp,16,answered,Synthetic interaction for CRM lab.
1220,201,2023-05-31,phone_call,in_app,21,follow_up,Synthetic interaction for CRM lab.
1221,201,2023-06-15,email,sms,25,escalated,Synthetic interaction for CRM lab.
1222,201,2023-06-30,whatsapp,phone,36,follow_up,Synthetic interaction for CRM lab.
1223,201,2023-07-15,phone_call,email,12,no_answer,Synthetic interaction for CRM lab.
1224,202,2023-01-01,chatbot,in_app,22,escalated,Synthetic interaction for CRM lab.
1225,202,2023-01-16,whatsapp,sms,9,escalated,Synthetic interaction for CRM lab.
1226,202,2023-01-31,whatsapp,phone,16,no_answer,Synthetic interaction for CRM lab.
1227,202,2023-02-15,chatbot,phone,10,answered,Synthetic interaction for CRM lab.
1228,202,2023-03-02,chatbot,phone,6,follow_up,Synthetic interaction for CRM lab.
1229,202,2023-03-17,whatsapp,email,50,escalated,Synthetic interaction for CRM lab.
1230,203,2023-01-01,whatsapp,whatsapp,35,no_answer,Synthetic interaction for CRM lab.
1231,203,2023-01-16,phone_call,sms,6,follow_up,Synthetic interaction for CRM lab.
1232,203,2023-01-31,whatsapp,in_app,19,no_answer,Synthetic interaction for CRM lab.
1233,203,2023-02-15,email,email,41,answered,Synthetic interaction for CRM lab.
1234,204,2023-01-01,whatsapp,whatsapp,29,follow_up,Synthetic interaction for CRM lab.
1235,204,2023-01-16,email,sms,28,no_answer,Synthetic interaction for CRM lab.
1236,204,2023-01-31,phone_call,whatsapp,6,answered,Synthetic interaction for CRM lab.
1237,204,2023-02-15,email,whatsapp,43,escalated,Synthetic interaction for CRM lab.
1238,204,2023-03-02,email,email,43,follow_up,Synthetic interaction for CRM lab.
1239,204,2023-03-17,chatbot,in_app,10,resolved,Synthetic interaction for CRM lab.
1240,204,2023-04-01,email,email,10,resolved,Synthetic interaction for CRM lab.
1241,204,2023-04-16,email,phone,37,no_answer,Synthetic interaction for CRM lab.
1242,204,2023-05-01,phone_call,email,16,escalated,Synthetic interaction for CRM lab.
1243,204,2023-05-16,chatbot,whatsapp,32,follow_up,Synthetic interaction for CRM lab.
1244,204,2023-05-31,whatsapp,email,18,escalated,Synthetic interaction for CRM lab.
1245,204,2023-06-15,chatbot,phone,37,no_answer,Synthetic interaction for CRM lab.
1246,204,2023-06-30,email,email,25,no_answer,Synthetic interaction for CRM lab.
1247,204,2023-07-15,phone_call,sms,7,escalated,Synthetic interaction for CRM lab.
1248,205,2023-01-01,meeting,sms,17,resolved,Synthetic interaction for CRM lab.
1249,205,2023-01-16,phone_call,whatsapp,47,resolved,Synthetic interaction for CRM lab.
1250,205,2023-01-31,chatbot,phone,34,escalated,Synthetic interaction for CRM lab.
1251,205,2023-02-15,whatsapp,email,26,follow_up,Synthetic interaction for CRM lab.
1252,205,2023-03-02,email,phone,15,follow_up,Synthetic interaction for CRM lab.
1253,205,2023-03-17,meeting,in_app,7,answered,Synthetic interaction for CRM lab.
1254,205,2023-04-01,chatbot,in_app,32,escalated,Synthetic interaction for CRM lab.
1255,205,2023-04-16,whatsapp,in_app,4,no_answer,Synthetic interaction for CRM lab.
1256,205,2023-05-01,whatsapp,email,50,no_answer,Synthetic interaction for CRM lab.
1257,205,2023-05-16,phone_call,in_app,15,escalated,Synthetic interaction for CRM lab.
1258,205,2023-05-31,whatsapp,in_app,37,escalated,Synthetic interaction for CRM lab.
1259,205,2023-06-15,whatsapp,whatsapp,23,resolved,Synthetic interaction for CRM lab.
1260,205,2023-06-30,meeting,sms,30,no_answer,Synthetic interaction for CRM lab.
1261,207,2023-01-01,meeting,sms,33,no_answer,Synthetic interaction for CRM lab.
1262,207,2023-01-16,email,email,8,escalated,Synthetic interaction for CRM lab.
1263,207,2023-01-31,whatsapp,phone,12,resolved,Synthetic interaction for CRM lab.
1264,207,2023-02-15,whatsapp,phone,39,resolved,Synthetic interaction for CRM lab.
1265,207,2023-03-02,meeting,in_app,48,answered,Synthetic interaction for CRM lab.
1266,207,2023-03-17,meeting,phone,14,follow_up,Synthetic interaction for CRM lab.
1267,207,2023-04-01,chatbot,phone,29,answered,Synthetic interaction for CRM lab.
1268,207,2023-04-16,meeting,phone,19,answered,Synthetic interaction for CRM lab.
1269,207,2023-05-01,email,in_app,33,no_answer,Synthetic interaction for CRM lab.
1270,207,2023-05-16,chatbot,email,7,follow_up,Synthetic interaction for CRM lab.
1271,208,2023-01-01,phone_call,whatsapp,11,escalated,Synthetic interaction for CRM lab.
1272,208,2023-01-16,meeting,in_app,42,escalated,Synthetic interaction for CRM lab.
1273,208,2023-01-31,meeting,in_app,10,resolved,Synthetic interaction for CRM lab.
1274,208,2023-02-15,phone_call,sms,28,escalated,Synthetic interaction for CRM lab.
1275,208,2023-03-02,chatbot,in_app,12,no_answer,Synthetic interaction for CRM lab.
1276,208,2023-03-17,whatsapp,in_app,40,no_answer,Synthetic interaction for CRM lab.
1277,208,2023-04-01,phone_call,email,45,no_answer,Synthetic interaction for CRM lab.
1278,209,2023-01-01,chatbot,sms,1,resolved,Synthetic interaction for CRM lab.
1279,209,2023-01-16,whatsapp,whatsapp,16,follow_up,Synthetic interaction for CRM lab.
1280,209,2023-01-31,whatsapp,phone,18,no_answer,Synthetic interaction for CRM lab.
1281,209,2023-02-15,chatbot,phone,18,follow_up,Synthetic interaction for CRM lab.
1282,209,2023-03-02,phone_call,sms,23,follow_up,Synthetic interaction for CRM lab.
1283,209,2023-03-17,email,whatsapp,44,follow_up,Synthetic interaction for CRM lab.
1284,209,2023-04-01,meeting,email,24,answered,Synthetic interaction for CRM lab.
1285,209,2023-04-16,chatbot,in_app,19,escalated,Synthetic interaction for CRM lab.
1286,209,2023-05-01,meeting,in_app,36,escalated,Synthetic interaction for CRM lab.
1287,210,2023-01-01,chatbot,in_app,42,no_answer,Synthetic interaction for CRM lab.
1288,210,2023-01-16,chatbot,sms,8,follow_up,Synthetic interaction for CRM lab.
1289,210,2023-01-31,email,phone,21,answered,Synthetic interaction for CRM lab.
1290,210,2023-02-15,phone_call,whatsapp,48,resolved,Synthetic interaction for CRM lab.
1291,210,2023-03-02,chatbot,whatsapp,16,no_answer,Synthetic interaction for CRM lab.
1292,210,2023-03-17,chatbot,email,31,resolved,Synthetic interaction for CRM lab.
1293,210,2023-04-01,phone_call,sms,14,follow_up,Synthetic interaction for CRM lab.
