order_item_id,order_id,product_id,quantity,unit_price,unit_cost,line_revenue,line_cost,line_margin
975,505,279,4,169.45,118.25,677.82,473.0,204.82
976,507,233,2,339.59,145.56,679.18,291.12,388.06
977,507,111,2,274.32,148.72,548.64,297.44,251.2
978,507,416,2,163.54,81.23,327.08,162.46,164.62
979,509,412,2,306.77,135.93,613.53,271.86,341.67
980,509,77,1,55.09,29.78,55.09,29.78,25.31
981,510,59,3,105.61,53.84,316.82,161.52,155.3
982,510,196,2,320.51,180.42,641.03,360.84,280.19
983,512,126,4,181.67,93.64,726.69,374.56,352.13
984,512,339,4,246.03,109.18,984.12,436.72,547.4
985,512,106,3,16.32,7.11,48.97,21.33,27.64
986,513,107,4,376.01,191.58,1504.03,766.32,737.71
987,513,146,2,36.76,31.13,73.53,62.26,11.27
988,514,374,3,72.0,48.82,216.01,146.46,69.55
989,518,63,1,92.65,39.54,92.65,39.54,53.11
990,518,100,2,223.09,187.65,446.17,375.3,70.87
991,518,436,1,223.56,104.4,223.56,104.4,119.16
992,518,48,4,215.3,110.58,861.21,442.32,418.89
993,521,402,1,146.41,64.92,146.41,64.92,81.49
994,521,425,1,135.87,94.09,135.87,94.09,41.78
995,521,118,2,224.09,142.49,448.18,284.98,163.2
996,521,370,1,209.87,123.08,209.87,123.08,86.79
997,522,259,3,209.22,101.62,627.67,304.86,322.81
998,523,116,2,123.4,51.15,246.8,102.3,144.5
999,523,445,4,217.3,154.14,869.21,616.56,252.65
1000,523,58,1,147.12,115.82,147.12,115.82,31.3
1001,524,416,2,146.62,81.23,293.25,162.46,130.79
1002,524,419,4,150.69,71.51,602.77,286.04,316.73
1003,524,462,2,411.56,161.3,823.11,322.6,500.51
1004,524,305,4,76.83,35.93,307.34,143.72,163.62
1005,526,336,4,39.97,25.46,159.86,101.84,58.02
1006,526,266,3,160.61,140.17,481.84,420.51,61.33
1007,526,52,2,200.62,83.88,401.25,167.76,233.49
1008,526,143,2,71.11,57.39,142.22,114.78,27.44
1009,527,99,3,74.18,59.96,222.55,179.88,42.67
1010,528,137,4,154.02,115.97,616.06,463.88,152.18
1011,528,130,2,117.12,75.27,234.24,150.54,83.7
1012,528,195,2,126.33,63.77,252.67,127.54,125.13
1013,528,117,1,104.7,78.37,104.7,78.37,26.33
1014,532,158,1,53.78,39.52,53.78,39.52,14.26
1015,533,58,4,153.72,115.82,614.89,463.28,151.61
1016,534,130,1,121.44,75.27,121.44,75.27,46.17
1017,536,243,1,317.48,149.63,317.48,149.63,167.85
1018,540,326,1,174.97,96.95,174.97,96.95,78.02
1019,540,103,4,317.28,172.39,1269.1,689.56,579.54
1020,541,216,1,46.32,27.28,46.32,27.28,19.04
1021,541,319,2,148.7,88.11,297.41,176.22,121.19
1022,543,19,4,392.68,197.44,1570.7,789.76,780.94
1023,543,487,3,374.66,164.11,1123.98,492.33,631.65
1024,543,151,3,262.74,190.16,788.22,570.48,217.74
1025,543,359,4,85.52,46.08,342.08,184.32,157.76
1026,543,368,3,273.97,166.63,821.91,499.89,322.02
1027,546,103,1,299.57,172.39,299.57,172.39,127.18
1028,546,231,3,74.63,54.51,223.89,163.53,60.36
1029,546,427,4,162.61,118.19,650.43,472.76,177.67
1030,546,340,2,35.94,20.32,71.89,40.64,31.25
1031,548,74,4,18.28,10.39,73.1,41.56,31.54
1032,548,453,2,42.32,32.74,84.65,65.48,19.17
1033,548,47,4,52.25,31.82,209.01,127.28,81.73
1034,548,76,3,13.55,10.95,40.64,32.85,7.79
1035,549,28,3,60.21,32.17,180.62,96.51,84.11
1036,549,77,2,56.08,29.78,112.16,59.56,52.6
1037,549,413,2,177.31,93.09,354.62,186.18,168.44
1038,549,200,3,292.35,151.72,877.05,455.16,421.89
1039,549,395,1,198.1,106.22,198.1,106.22,91.88
1040,550,332,4,125.42,68.56,501.69,274.24,227.45
1041,550,420,4,166.34,117.79,665.35,471.16,194.19
1042,550,152,2,96.25,55.36,192.49,110.72,81.77
1043,550,160,3,177.29,139.63,531.86,418.89,112.97
1044,550,347,3,236.98,107.65,710.93,322.95,387.98
1045,551,170,2,153.09,74.25,306.19,148.5,157.69
1046,551,87,2,33.98,27.63,67.96,55.26,12.7
1047,551,119,4,87.0,54.47,348.0,217.88,130.12
1048,552,59,3,100.73,53.84,302.2,161.52,140.68
1049,552,116,3,115.33,51.15,345.98,153.45,192.53
1050,552,472,4,280.82,148.8,1123.27,595.2,528.07
1051,553,216,1,44.45,27.28,44.45,27.28,17.17
1052,553,124,3,248.94,198.63,746.83,595.89,150.94
1053,554,27,3,341.64,179.67,1024.92,539.01,485.91
1054,554,165,2,17.73,12.15,35.46,24.3,11.16
1055,555,490,3,284.41,111.28,853.23,333.84,519.39
1056,555,473,4,45.44,21.53,181.74,86.12,95.62
1057,555,449,1,115.53,90.7,115.53,90.7,24.83
1058,555,371,3,387.92,169.61,1163.77,508.83,654.94
1059,558,85,3,221.28,133.14,663.83,399.42,264.41
1060,558,306,2,196.79,176.42,393.58,352.84,40.74
1061,558,488,3,223.6,111.08,670.79,333.24,337.55
1062,558,396,3,37.91,26.24,113.74,78.72,35.02
1063,559,255,1,303.39,134.42,303.39,134.42,168.97
1064,559,143,2,70.72,57.39,141.44,114.78,26.66
1065,559,103,4,282.9,172.39,1131.6,689.56,442.04
1066,559,419,4,163.81,71.51,655.22,286.04,369.18
1067,562,435,4,90.56,75.23,362.24,300.92,61.32
1068,562,469,2,30.84,12.49,61.69,24.98,36.71
1069,562,3,3,159.02,143.07,477.06,429.21,47.85
1070,563,77,3,57.94,29.78,173.81,89.34,84.47
1071,566,139,2,220.75,109.2,441.5,218.4,223.1
1072,566,78,4,361.68,193.22,1446.72,772.88,673.84
1073,566,80,1,170.11,105.68,170.11,105.68,64.43
1074,567,156,1,208.2,97.42,208.2,97.42,110.78
1075,567,274,1,271.12,134.02,271.12,134.02,137.1
1076,567,410,1,388.28,168.77,388.28,168.77,219.51
1077,567,358,2,299.02,132.73,598.04,265.46,332.58
1078,567,135,1,180.19,85.19,180.19,85.19,95.0
1079,569,80,4,172.13,105.68,688.5,422.72,265.78
1080,569,312,3,85.83,40.0,257.49,120.0,137.49
1081,569,138,3,74.38,58.31,223.15,174.93,48.22
1082,569,151,4,251.88,190.16,1007.51,760.64,246.87
1083,572,372,1,140.42,110.28,140.42,110.28,30.14
1084,572,484,2,151.08,78.32,302.16,156.64,145.52
1085,572,31,1,134.48,94.02,134.48,94.02,40.46
1086,572,330,1,37.66,27.88,37.66,27.88,9.78
1087,573,423,3,38.62,18.18,115.85,54.54,61.31
1088,573,48,4,235.54,110.58,942.17,442.32,499.85
1089,573,254,3,293.38,145.7,880.15,437.1,443.05
1090,573,74,2,20.25,10.39,40.5,20.78,19.72
1091,574,226,1,264.87,156.23,264.87,156.23,108.64
1092,574,352,1,196.24,131.81,196.24,131.81,64.43
1093,574,500,1,15.54,7.15,15.54,7.15,8.39
1094,574,70,2,232.47,141.98,464.94,283.96,180.98
1095,574,182,3,152.31,103.98,456.92,311.94,144.98
1096,575,28,3,65.01,32.17,195.03,96.51,98.52
1097,576,342,2,302.9,135.73,605.81,271.46,334.35
1098,578,221,2,14.91,7.55,29.82,15.1,14.72
1099,578,122,2,242.34,174.38,484.68,348.76,135.92
1100,578,361,1,135.03,77.71,135.03,77.71,57.32
1101,580,109,2,156.41,112.97,312.82,225.94,86.88
1102,580,353,4,116.75,86.59,466.98,346.36,120.62
1103,580,1,1,83.4,40.77,83.4,40.77,42.63
1104,582,361,2,142.85,77.71,285.71,155.42,130.29
1105,582,436,1,246.76,104.4,246.76,104.4,142.36
1106,582,352,4,189.22,131.81,756.88,527.24,229.64
1107,582,473,1,42.84,21.53,42.84,21.53,21.31
1108,583,190,1,35.12,17.97,35.12,17.97,17.15
1109,584,59,3,104.48,53.84,313.44,161.52,151.92
1110,584,185,1,45.06,17.36,45.06,17.36,27.7
1111,586,237,1,210.59,87.18,210.59,87.18,123.41
1112,586,34,3,375.98,164.51,1127.95,493.53,634.42
1113,586,340,4,33.23,20.32,132.91,81.28,51.63
1114,586,135,4,180.09,85.19,720.36,340.76,379.6
1115,587,293,2,273.75,126.47,547.49,252.94,294.55
1116,587,444,1,130.64,66.18,130.64,66.18,64.46
1117,587,193,4,301.56,128.58,1206.23,514.32,691.91
1118,587,400,1,115.23,79.11,115.23,79.11,36.12
1119,588,302,1,252.15,148.11,252.15,148.11,104.04
1120,588,369,1,202.9,142.82,202.9,142.82,60.08
1121,588,28,4,60.27,32.17,241.08,128.68,112.4
1122,588,485,2,294.14,188.9,588.28,377.8,210.48
1123,589,329,3,351.0,184.57,1052.99,553.71,499.28
1124,589,285,2,186.43,86.43,372.87,172.86,200.01
1125,590,120,1,37.92,28.17,37.92,28.17,9.75
1126,591,368,4,284.03,166.63,1136.11,666.52,469.59
1127,591,308,4,130.24,103.96,520.98,415.84,105.14
1128,591,423,4,37.22,18.18,148.88,72.72,76.16
1129,592,468,3,205.96,162.73,617.89,488.19,129.7
1130,592,170,2,157.08,74.25,314.16,148.5,165.66
1131,597,147,4,197.05,142.3,788.19,569.2,218.99
1132,598,255,3,298.35,134.42,895.05,403.26,491.79
1133,598,351,4,18.19,9.07,72.77,36.28,36.49
1134,599,129,2,159.25,95.42,318.5,190.84,127.66
1135,599,436,3,225.1,104.4,675.31,313.2,362.11
1136,599,280,4,148.78,86.46,595.13,345.84,249.29
1137,599,358,4,335.59,132.73,1342.36,530.92,811.44
1138,601,368,3,305.29,166.63,915.87,499.89,415.98
1139,602,150,1,296.86,182.54,296.86,182.54,114.32
1140,602,361,2,151.38,77.71,302.76,155.42,147.34
1141,602,189,4,449.31,186.92,1797.23,747.68,1049.55
1142,602,21,4,390.27,185.63,1561.1,742.52,818.58
1143,603,245,1,57.14,38.48,57.14,38.48,18.66
1144,603,387,2,260.34,115.57,520.69,231.14,289.55
1145,603,177,3,17.45,8.56,52.35,25.68,26.67
1146,604,386,3,321.23,195.55,963.69,586.65,377.04
1147,604,40,2,251.93,182.11,503.86,364.22,139.64
1148,604,167,4,110.68,82.45,442.72,329.8,112.92
1149,605,218,1,147.75,119.48,147.75,119.48,28.27
1150,606,210,1,311.88,140.85,311.88,140.85,171.03
1151,606,158,3,51.99,39.52,155.96,118.56,37.4
1152,606,414,4,244.77,173.25,979.08,693.0,286.08
1153,607,327,3,347.02,174.38,1041.06,523.14,517.92
1154,607,327,2,369.93,174.38,739.87,348.76,391.11
1155,607,155,4,188.19,129.97,752.76,519.88,232.88
1156,607,10,3,432.46,193.3,1297.38,579.9,717.48
1157,607,353,3,128.63,86.59,385.88,259.77,126.11
1158,608,51,2,151.88,73.1,303.76,146.2,157.56
1159,608,154,2,177.68,109.77,355.36,219.54,135.82
1160,609,163,2,72.45,45.82,144.91,91.64,53.27
1161,609,459,3,11.57,7.15,34.72,21.45,13.27
1162,609,136,4,186.51,120.86,746.06,483.44,262.62
1163,609,57,1,141.57,68.45,141.57,68.45,73.12
1164,610,314,2,34.77,18.13,69.54,36.26,33.28
1165,610,63,2,98.93,39.54,197.85,79.08,118.77
1166,610,221,2,15.35,7.55,30.69,15.1,15.59
1167,610,16,4,241.3,106.56,965.22,426.24,538.98
1168,610,390,1,118.8,78.26,118.8,78.26,40.54
1169,611,86,2,161.07,115.38,322.14,230.76,91.38
1170,611,167,1,111.4,82.45,111.4,82.45,28.95
1171,611,129,2,145.41,95.42,290.82,190.84,99.98
1172,614,204,3,170.31,84.75,510.92,254.25,256.67
1173,615,259,3,219.13,101.62,657.39,304.86,352.53
1174,615,178,2,422.24,194.05,844.47,388.1,456.37
1175,615,410,3,361.84,168.77,1085.53,506.31,579.22
1176,616,166,3,149.48,108.76,448.45,326.28,122.17
1177,617,483,3,17.8,13.53,53.39,40.59,12.8
1178,617,106,1,16.23,7.11,16.23,7.11,9.12
1179,617,359,4,91.85,46.08,367.39,184.32,183.07
1180,617,318,3,7.36,5.2,22.08,15.6,6.48
1181,617,75,1,88.61,35.23,88.61,35.23,53.38
1182,618,13,3,217.3,134.19,651.9,402.57,249.33
1183,618,247,2,241.38,113.06,482.77,226.12,256.65
1184,618,214,1,307.02,174.63,307.02,174.63,132.39
1185,620,494,2,43.85,34.56,87.71,69.12,18.59
1186,621,450,3,261.71,125.82,785.14,377.46,407.68
1187,621,94,3,164.92,116.81,494.76,350.43,144.33
1188,621,211,3,93.28,78.01,279.83,234.03,45.8
1189,624,224,1,178.52,88.22,178.52,88.22,90.3
1190,624,43,4,242.49,128.54,969.95,514.16,455.79
1191,628,498,3,225.06,139.14,675.18,417.42,257.76
1192,628,447,4,155.45,103.69,621.8,414.76,207.04
1193,628,321,2,73.76,30.61,147.52,61.22,86.3
1194,631,487,2,360.86,164.11,721.72,328.22,393.5
1195,631,103,4,281.64,172.39,1126.56,689.56,437.0
1196,631,273,4,167.71,83.87,670.84,335.48,335.36
1197,634,298,2,25.73,14.51,51.47,29.02,22.45
1198,635,15,1,415.08,188.2,415.08,188.2,226.88
1199,635,263,1,127.91,91.97,127.91,91.97,35.94
1200,635,365,1,200.18,172.31,200.18,172.31,27.87
1201,636,126,3,182.15,93.64,546.44,280.92,265.52
1202,636,84,3,98.96,40.66,296.87,121.98,174.89
1203,636,54,2,177.57,77.6,355.13,155.2,199.93
1204,636,366,2,126.86,82.35,253.71,164.7,89.01
1205,640,18,4,150.86,110.83,603.45,443.32,160.13
1206,640,16,3,245.3,106.56,735.91,319.68,416.23
1207,643,209,1,275.96,146.59,275.96,146.59,129.37
1208,643,446,1,336.68,165.91,336.68,165.91,170.77
1209,644,428,2,192.55,139.55,385.11,279.1,106.01
1210,644,476,3,387.6,188.75,1162.8,566.25,596.55
1211,645,459,1,11.94,7.15,11.94,7.15,4.79
1212,645,38,1,160.51,101.96,160.51,101.96,58.55
1213,647,332,1,136.06,68.56,136.06,68.56,67.5
1214,647,7,1,65.58,50.39,65.58,50.39,15.19
1215,647,194,3,190.77,81.53,572.32,244.59,327.73
1216,647,316,3,190.79,151.18,572.38,453.54,118.84
1217,649,59,2,103.31,53.84,206.62,107.68,98.94
1218,649,187,4,201.43,97.27,805.7,389.08,416.62
1219,649,235,1,138.27,62.16,138.27,62.16,76.11
1220,649,69,4,236.57,106.07,946.29,424.28,522.01
1221,649,447,4,157.33,103.69,629.32,414.76,214.56
1222,650,23,4,174.23,120.3,696.94,481.2,215.74
1223,650,144,2,295.56,155.6,591.12,311.2,279.92
1224,650,357,1,219.2,99.9,219.2,99.9,119.3
1225,650,144,2,263.51,155.6,527.03,311.2,215.83
1226,651,405,3,228.84,107.41,686.51,322.23,364.28
1227,652,50,4,368.25,193.26,1472.98,773.04,699.94
1228,653,300,4,332.98,177.17,1331.94,708.68,623.26
1229,655,374,3,69.74,48.82,209.22,146.46,62.76
1230,657,442,3,49.04,34.99,147.12,104.97,42.15
1231,657,293,4,283.58,126.47,1134.33,505.88,628.45
1232,657,52,1,184.46,83.88,184.46,83.88,100.58
1233,657,240,4,153.0,62.42,612.02,249.68,362.34
1234,658,6,1,159.47,124.31,159.47,124.31,35.16
1235,658,458,3,128.9,98.92,386.7,296.76,89.94
1236,658,373,1,264.88,108.58,264.88,108.58,156.3
1237,658,481,1,392.48,193.86,392.48,193.86,198.62
1238,658,222,1,55.13,33.99,55.13,33.99,21.14
1239,660,474,3,32.65,25.55,97.94,76.65,21.29
1240,660,257,2,424.48,170.05,848.96,340.1,508.86
1241,660,443,1,270.69,129.99,270.69,129.99,140.7
1242,660,388,1,387.25,154.21,387.25,154.21,233.04
1243,661,476,2,414.34,188.75,828.68,377.5,451.18
1244,661,375,2,124.12,103.91,248.25,207.82,40.43
1245,661,86,1,151.33,115.38,151.33,115.38,35.95
1246,661,248,4,34.61,25.78,138.44,103.12,35.32
1247,663,467,4,41.81,30.96,167.23,123.84,43.39
1248,664,85,4,216.9,133.14,867.59,532.56,335.03
1249,664,196,4,321.03,180.42,1284.12,721.68,562.44
1250,665,145,4,235.45,193.75,941.79,775.0,166.79
1251,665,83,2,322.16,183.47,644.33,366.94,277.39
1252,667,354,3,340.25,192.35,1020.74,577.05,443.69
1253,667,416,3,145.78,81.23,437.34,243.69,193.65
1254,669,89,2,265.81,162.35,531.61,324.7,206.91
1255,669,348,4,235.1,120.69,940.4,482.76,457.64
1256,669,332,2,129.23,68.56,258.46,137.12,121.34
1257,670,108,2,219.01,128.21,438.02,256.42,181.6
1258,671,439,4,162.79,82.45,651.17,329.8,321.37
1259,671,376,2,187.61,98.58,375.23,197.16,178.07
1260,671,189,4,486.67,186.92,1946.66,747.68,1198.98
1261,671,160,1,165.54,139.63,165.54,139.63,25.91
1262,671,302,2,256.45,148.11,512.9,296.22,216.68
1263,674,253,4,38.14,18.31,152.57,73.24,79.33
1264,675,71,1,131.83,86.86,131.83,86.86,44.97
1265,675,39,2,240.58,123.87,481.16,247.74,233.42
1266,675,298,4,26.7,14.51,106.79,58.04,48.75
1267,676,32,4,241.16,110.17,964.62,440.68,523.94
1268,676,126,1,189.52,93.64,189.52,93.64,95.88
1269,676,147,2,204.25,142.3,408.5,284.6,123.9
1270,677,448,4,332.83,193.34,1331.3,773.36,557.94
1271,677,400,2,110.94,79.11,221.87,158.22,63.65
1272,679,311,4,15.43,8.59,61.74,34.36,27.38
1273,679,189,4,455.39,186.92,1821.57,747.68,1073.89
1274,679,84,1,91.26,40.66,91.26,40.66,50.6
1275,679,225,1,195.17,126.87,195.17,126.87,68.3
1276,679,479,2,163.39,135.13,326.79,270.26,56.53
1277,680,377,1,274.68,129.63,274.68,129.63,145.05
1278,680,253,4,42.17,18.31,168.69,73.24,95.45
1279,680,496,3,351.68,146.66,1055.05,439.98,615.07
1280,681,494,1,41.82,34.56,41.82,34.56,7.26
1281,681,143,4,68.49,57.39,273.97,229.56,44.41
1282,681,70,1,231.6,141.98,231.6,141.98,89.62
1283,682,328,2,319.29,153.4,638.57,306.8,331.77
1284,682,92,4,335.98,172.02,1343.93,688.08,655.85
1285,682,259,2,210.48,101.62,420.96,203.24,217.72
1286,683,399,4,226.72,179.86,906.88,719.44,187.44
1287,684,289,3,28.34,12.16,85.03,36.48,48.55
1288,684,329,4,361.64,184.57,1446.57,738.28,708.29
1289,686,313,4,171.71,139.14,686.83,556.56,130.27
1290,687,272,3,209.19,98.81,627.56,296.43,331.13
1291,687,136,4,192.55,120.86,770.2,483.44,286.76
1292,691,210,3,328.44,140.85,985.32,422.55,562.77
1293,692,17,2,200.67,110.24,401.34,220.48,180.86
1294,692,370,3,205.23,123.08,615.7,369.24,246.46
1295,692,442,4,51.07,34.99,204.3,139.96,64.34
1296,692,314,4,32.85,18.13,131.41,72.52,58.89
1297,692,480,1,290.97,156.05,290.97,156.05,134.92
1298,696,272,1,241.81,98.81,241.81,98.81,143.0
1299,696,133,1,393.92,190.21,393.92,190.21,203.71
1300,696,5,3,156.26,124.27,468.79,372.81,95.98
1301,696,244,2,219.27,130.79,438.53,261.58,176.95
1302,696,30,2,414.82,186.29,829.64,372.58,457.06
1303,697,290,2,175.78,127.81,351.56,255.62,95.94
1304,697,71,3,137.9,86.86,413.7,260.58,153.12
1305,697,175,1,77.31,52.96,77.31,52.96,24.35
1306,697,316,1,206.26,151.18,206.26,151.18,55.08
1307,698,60,1,360.29,178.95,360.29,178.95,181.34
1308,698,369,4,209.34,142.82,837.38,571.28,266.1
1309,698,337,3,15.74,8.58,47.23,25.74,21.49
1310,699,313,1,175.26,139.14,175.26,139.14,36.12
1311,699,15,1,409.02,188.2,409.02,188.2,220.82
1312,699,41,2,185.82,92.32,371.65,184.64,187.01
1313,700,422,1,134.21,71.99,134.21,71.99,62.22
1314,700,282,3,278.99,144.53,836.98,433.59,403.39
1315,700,500,3,15.57,7.15,46.72,21.45,25.27
1316,700,209,3,277.06,146.59,831.18,439.77,391.41
1317,700,133,3,394.49,190.21,1183.47,570.63,612.84
1318,701,436,4,238.14,104.4,952.54,417.6,534.94
1319,701,267,3,260.5,185.42,781.5,556.26,225.24
1320,701,282,4,282.02,144.53,1128.07,578.12,549.95
1321,701,149,1,312.07,181.31,312.07,181.31,130.76
1322,701,194,3,186.12,81.53,558.35,244.59,313.76
1323,703,457,2,178.24,83.94,356.47,167.88,188.59
1324,703,3,4,184.03,143.07,736.12,572.28,163.84
1325,703,375,1,129.19,103.91,129.19,103.91,25.28
1326,703,137,3,144.11,115.97,432.33,347.91,84.42
1327,705,146,2,35.06,31.13,70.11,62.26,7.85
1328,705,462,2,389.02,161.3,778.04,322.6,455.44
1329,705,266,2,169.67,140.17,339.33,280.34,58.99
1330,705,202,1,167.15,71.71,167.15,71.71,95.44
1331,706,301,3,144.65,72.82,433.96,218.46,215.5
1332,706,374,2,72.16,48.82,144.31,97.64,46.67
1333,706,52,1,201.26,83.88,201.26,83.88,117.38
1334,706,455,1,438.77,199.36,438.77,199.36,239.41
1335,706,112,1,73.26,32.88,73.26,32.88,40.38
1336,710,476,1,429.63,188.75,429.63,188.75,240.88
1337,710,410,2,410.92,168.77,821.84,337.54,484.3
1338,710,68,3,153.87,116.16,461.62,348.48,113.14
1339,710,16,1,240.66,106.56,240.66,106.56,134.1
1340,711,58,1,139.5,115.82,139.5,115.82,23.68
1341,711,332,3,141.34,68.56,424.01,205.68,218.33
1342,713,397,1,258.69,123.54,258.69,123.54,135.15
1343,713,163,1,75.07,45.82,75.07,45.82,29.25
1344,713,283,2,18.65,13.79,37.31,27.58,9.73
1345,714,493,2,203.31,110.74,406.61,221.48,185.13
1346,714,406,4,123.63,55.03,494.52,220.12,274.4
1347,714,102,4,189.1,147.67,756.4,590.68,165.72
1348,715,485,2,277.97,188.9,555.93,377.8,178.13
1349,715,221,4,15.66,7.55,62.64,30.2,32.44
1350,716,94,1,147.76,116.81,147.76,116.81,30.95
1351,716,311,1,14.75,8.59,14.75,8.59,6.16
1352,716,84,4,93.25,40.66,372.98,162.64,210.34
1353,716,58,1,148.25,115.82,148.25,115.82,32.43
1354,717,403,2,230.86,144.94,461.72,289.88,171.84
1355,717,428,4,209.74,139.55,838.96,558.2,280.76
1356,718,294,3,148.27,118.12,444.82,354.36,90.46
1357,718,293,1,262.15,126.47,262.15,126.47,135.68
1358,718,475,2,120.44,73.88,240.89,147.76,93.13
1359,719,380,4,188.17,147.51,752.67,590.04,162.63
1360,719,124,3,243.35,198.63,730.04,595.89,134.15
1361,719,27,4,329.39,179.67,1317.57,718.68,598.89
1362,720,289,4,29.92,12.16,119.68,48.64,71.04
1363,720,161,2,44.57,20.94,89.13,41.88,47.25
1364,722,364,3,65.3,36.89,195.89,110.67,85.22
1365,722,190,2,40.66,17.97,81.32,35.94,45.38
1366,722,338,1,128.26,114.13,128.26,114.13,14.13
1367,722,266,1,163.23,140.17,163.23,140.17,23.06
1368,724,273,1,160.69,83.87,160.69,83.87,76.82
1369,724,441,1,102.97,46.34,102.97,46.34,56.63
1370,724,203,1,229.05,122.77,229.05,122.77,106.28
1371,724,205,1,253.4,115.27,253.4,115.27,138.13
1372,730,149,2,297.85,181.31,595.71,362.62,233.09
1373,730,30,1,437.75,186.29,437.75,186.29,251.46
1374,730,123,1,382.3,195.69,382.3,195.69,186.61
1375,730,387,1,237.81,115.57,237.81,115.57,122.24
1376,731,239,4,147.32,72.31,589.28,289.24,300.04
1377,731,340,3,34.05,20.32,102.15,60.96,41.19
1378,732,397,2,280.82,123.54,561.65,247.08,314.57
1379,732,474,3,32.52,25.55,97.56,76.65,20.91
1380,732,336,2,38.19,25.46,76.38,50.92,25.46
1381,732,217,3,124.9,72.54,374.71,217.62,157.09
1382,733,181,4,114.05,44.99,456.21,179.96,276.25
1383,735,186,2,115.86,54.65,231.71,109.3,122.41
1384,735,249,3,329.83,175.41,989.5,526.23,463.27
1385,735,420,3,185.22,117.79,555.66,353.37,202.29
1386,735,266,2,175.89,140.17,351.77,280.34,71.43
1387,736,438,3,471.46,198.47,1414.38,595.41,818.97
1388,736,434,2,173.32,143.21,346.64,286.42,60.22
1389,736,207,4,131.39,87.6,525.55,350.4,175.15
1390,736,135,3,191.39,85.19,574.16,255.57,318.59
1391,736,447,3,145.88,103.69,437.63,311.07,126.56
1392,737,322,4,205.03,89.31,820.12,357.24,462.88
1393,737,156,2,194.47,97.42,388.95,194.84,194.11
1394,738,319,2,145.09,88.11,290.19,176.22,113.97
1395,738,189,1,430.87,186.92,430.87,186.92,243.95
1396,738,487,4,370.05,164.11,1480.2,656.44,823.76
1397,738,469,3,27.01,12.49,81.03,37.47,43.56
1398,738,92,2,343.8,172.02,687.59,344.04,343.55
1399,740,407,2,262.73,164.07,525.47,328.14,197.33
1400,740,124,4,255.97,198.63,1023.88,794.52,229.36
1401,740,182,1,142.34,103.98,142.34,103.98,38.36
1402,740,376,2,191.56,98.58,383.13,197.16,185.97
1403,740,392,3,210.81,111.96,632.43,335.88,296.55
1404,743,438,1,420.75,198.47,420.75,198.47,222.28
1405,743,327,4,378.13,174.38,1512.52,697.52,815.0
1406,743,46,4,176.19,130.81,704.74,523.24,181.5
1407,743,156,1,190.5,97.42,190.5,97.42,93.08
1408,745,145,1,233.87,193.75,233.87,193.75,40.12
1409,745,315,4,45.81,19.57,183.26,78.28,104.98
1410,745,265,1,265.8,170.59,265.8,170.59,95.21
1411,745,223,4,208.51,102.93,834.03,411.72,422.31
1412,745,406,4,124.88,55.03,499.53,220.12,279.41
1413,749,360,2,250.68,156.32,501.35,312.64,188.71
1414,749,390,2,126.89,78.26,253.78,156.52,97.26
1415,749,388,1,339.28,154.21,339.28,154.21,185.07
1416,750,291,1,285.96,199.01,285.96,199.01,86.95
1417,750,362,3,144.21,100.99,432.63,302.97,129.66
1418,750,303,3,352.0,174.12,1055.99,522.36,533.63
1419,750,244,1,223.94,130.79,223.94,130.79,93.15
1420,750,405,3,224.49,107.41,673.48,322.23,351.25
1421,751,35,1,214.0,99.54,214.0,99.54,114.46
1422,751,83,4,298.56,183.47,1194.23,733.88,460.35
1423,752,404,4,42.73,28.77,170.94,115.08,55.86
1424,752,417,3,107.54,58.54,322.62,175.62,147.0
1425,752,93,4,355.99,174.1,1423.95,696.4,727.55
1426,753,25,1,77.54,51.02,77.54,51.02,26.52
1427,753,323,2,120.53,82.53,241.06,165.06,76.0
1428,753,484,2,156.85,78.32,313.7,156.64,157.06
1429,754,2,3,41.11,24.5,123.34,73.5,49.84
1430,754,134,2,433.92,186.88,867.84,373.76,494.08
1431,755,496,2,337.42,146.66,674.84,293.32,381.52
1432,755,78,2,325.96,193.22,651.91,386.44,265.47
1433,756,126,2,177.5,93.64,354.99,187.28,167.71
1434,756,480,1,301.89,156.05,301.89,156.05,145.84
1435,756,49,1,207.64,113.26,207.64,113.26,94.38
1436,756,88,4,279.24,196.0,1116.95,784.0,332.95
1437,758,478,1,52.85,21.02,52.85,21.02,31.83
1438,759,364,3,64.25,36.89,192.74,110.67,82.07
1439,759,112,3,67.16,32.88,201.48,98.64,102.84
1440,759,100,1,244.8,187.65,244.8,187.65,57.15
1441,759,402,4,145.39,64.92,581.55,259.68,321.87
1442,759,215,4,159.69,70.36,638.78,281.44,357.34
1443,760,40,4,265.51,182.11,1062.04,728.44,333.6
1444,760,141,4,69.27,52.01,277.06,208.04,69.02
1445,760,26,2,101.64,88.37,203.28,176.74,26.54
1446,760,142,4,185.82,123.2,743.26,492.8,250.46
1447,761,285,2,211.59,86.43,423.19,172.86,250.33
1448,761,210,2,347.68,140.85,695.36,281.7,413.66
1449,763,460,1,296.84,159.12,296.84,159.12,137.72
1450,763,160,4,173.7,139.63,694.82,558.52,136.3
1451,763,260,3,27.03,19.81,81.08,59.43,21.65
1452,765,477,4,52.25,24.19,209.02,96.76,112.26
1453,765,164,2,267.57,153.19,535.14,306.38,228.76
1454,766,238,2,92.46,55.59,184.92,111.18,73.74
