gl_id,account_id,transaction_date,amount
1246,2000,2023-01-30 22:00:00,755.368
1247,4000,2023-01-28 23:00:00,157.1162
1248,2000,2023-01-28 23:00:00,157.1162
1249,4000,2023-01-28 00:00:00,74.84280000000001
1250,2000,2023-01-28 00:00:00,74.84280000000001
1251,4000,2023-01-30 01:00:00,910.2284999999999
1252,2000,2023-01-30 01:00:00,910.2284999999999
1253,4000,2023-01-31 02:00:00,556.494
1254,2000,2023-01-31 02:00:00,556.494
1255,4000,2023-01-31 03:00:00,77.72
1256,2000,2023-01-31 03:00:00,77.72
1257,4000,2023-01-29 04:00:00,1167.7843
1258,2000,2023-01-29 04:00:00,1167.7843
1259,4000,2023-01-29 05:00:00,43.91780000000001
1260,2000,2023-01-29 05:00:00,43.91780000000001
1261,4000,2023-01-31 06:00:00,820.2147
1262,2000,2023-01-31 06:00:00,820.2147
1263,4000,2023-01-29 07:00:00,1147.9319
1264,2000,2023-01-29 07:00:00,1147.9319
1265,4000,2023-01-30 08:00:00,269.166
1266,2000,2023-01-30 08:00:00,269.166
1267,4000,2023-01-29 09:00:00,181.57600000000002
1268,2000,2023-01-29 09:00:00,181.57600000000002
1269,4000,2023-01-29 10:00:00,141.04240000000001
1270,2000,2023-01-29 10:00:00,141.04240000000001
1271,4000,2023-01-31 11:00:00,340.5499
1272,2000,2023-01-31 11:00:00,340.5499
1273,4000,2023-01-31 12:00:00,98.2938
1274,2000,2023-01-31 12:00:00,98.2938
1275,4000,2023-01-28 13:00:00,799.6908000000001
1276,2000,2023-01-28 13:00:00,799.6908000000001
1277,4000,2023-01-28 14:00:00,62.9995
1278,2000,2023-01-28 14:00:00,62.9995
1279,4000,2023-01-31 15:00:00,611.5737
1280,2000,2023-01-31 15:00:00,611.5737
1281,4000,2023-01-29 16:00:00,1138.8544
1282,2000,2023-01-29 16:00:00,1138.8544
1283,4000,2023-01-29 17:00:00,966.4211000000001
1284,2000,2023-01-29 17:00:00,966.4211000000001
1285,4000,2023-01-28 18:00:00,702.5447999999999
1286,2000,2023-01-28 18:00:00,702.5447999999999
1287,4000,2023-01-28 19:00:00,367.7147
1288,2000,2023-01-28 19:00:00,367.7147
1289,4000,2023-01-28 20:00:00,704.7098
1290,2000,2023-01-28 20:00:00,704.7098
1291,4000,2023-01-30 21:00:00,602.435
1292,2000,2023-01-30 21:00:00,602.435
1293,4000,2023-01-30 22:00:00,483.00640000000004
1294,2000,2023-01-30 22:00:00,483.00640000000004
1295,4000,2023-01-28 23:00:00,165.28900000000002
1296,2000,2023-01-28 23:00:00,165.28900000000002
1297,4000,2023-01-30 00:00:00,1035.6053
1298,2000,2023-01-30 00:00:00,1035.6053
1299,4000,2023-01-29 01:00:00,517.4501
1300,2000,2023-01-29 01:00:00,517.4501
1301,4000,2023-01-31 02:00:00,212.2687
1302,2000,2023-01-31 02:00:00,212.2687
1303,4000,2023-01-30 03:00:00,447.476
1304,2000,2023-01-30 03:00:00,447.476
1305,4000,2023-01-31 04:00:00,458.6415
1306,2000,2023-01-31 04:00:00,458.6415
1307,4000,2023-01-30 05:00:00,944.3681
1308,2000,2023-01-30 05:00:00,944.3681
1309,4000,2023-01-31 06:00:00,865.8186000000001
1310,2000,2023-01-31 06:00:00,865.8186000000001
1311,4000,2023-01-30 07:00:00,879.8248
1312,2000,2023-01-30 07:00:00,879.8248
1313,4000,2023-01-30 08:00:00,10.743899999999996
1314,2000,2023-01-30 08:00:00,10.743899999999996
1315,4000,2023-01-30 09:00:00,486.02770000000004
1316,2000,2023-01-30 09:00:00,486.02770000000004
1317,4000,2023-01-30 10:00:00,569.4268
1318,2000,2023-01-30 10:00:00,569.4268
1319,4000,2023-02-01 11:00:00,17.1339
1320,2000,2023-02-01 11:00:00,17.1339
1321,4000,2023-01-31 12:00:00,290.3078
1322,2000,2023-01-31 12:00:00,290.3078
1323,4000,2023-01-31 13:00:00,889.8952000000002
1324,2000,2023-01-31 13:00:00,889.8952000000002
1325,4000,2023-02-01 14:00:00,152.2403
1326,2000,2023-02-01 14:00:00,152.2403
1327,4000,2023-01-30 15:00:00,613.104
1328,2000,2023-01-30 15:00:00,613.104
1329,4000,2023-01-30 16:00:00,239.211
1330,2000,2023-01-30 16:00:00,239.211
1331,4000,2023-01-31 17:00:00,35.337199999999996
1332,2000,2023-01-31 17:00:00,35.337199999999996
1333,4000,2023-02-01 18:00:00,262.1022
1334,2000,2023-02-01 18:00:00,262.1022
1335,4000,2023-01-30 19:00:00,1138.9584
1336,2000,2023-01-30 19:00:00,1138.9584
1337,4000,2023-01-30 20:00:00,945.4369
1338,2000,2023-01-30 20:00:00,945.4369
1339,4000,2023-01-30 21:00:00,1130.7741
1340,2000,2023-01-30 21:00:00,1130.7741
1341,4000,2023-01-29 22:00:00,568.589
1342,2000,2023-01-29 22:00:00,568.589
1343,4000,2023-02-01 23:00:00,107.43260000000001
1344,2000,2023-02-01 23:00:00,107.43260000000001
1345,4000,2023-01-31 00:00:00,643.9100000000001
1346,2000,2023-01-31 00:00:00,643.9100000000001
1347,4000,2023-01-30 01:00:00,516.2051
1348,2000,2023-01-30 01:00:00,516.2051
1349,4000,2023-02-02 02:00:00,1003.6493
1350,2000,2023-02-02 02:00:00,1003.6493
1351,4000,2023-01-31 03:00:00,114.38280000000002
1352,2000,2023-01-31 03:00:00,114.38280000000002
1353,4000,2023-02-01 04:00:00,543.6111999999999
1354,2000,2023-02-01 04:00:00,543.6111999999999
1355,4000,2023-01-30 05:00:00,160.2695
1356,2000,2023-01-30 05:00:00,160.2695
1357,4000,2023-01-30 06:00:00,391.90420000000006
1358,2000,2023-01-30 06:00:00,391.90420000000006
1359,4000,2023-01-31 07:00:00,858.6359
1360,2000,2023-01-31 07:00:00,858.6359
1361,4000,2023-01-31 08:00:00,567.255
1362,2000,2023-01-31 08:00:00,567.255
1363,4000,2023-01-30 09:00:00,441.6803
1364,2000,2023-01-30 09:00:00,441.6803
1365,4000,2023-02-01 10:00:00,444.84209999999996
1366,2000,2023-02-01 10:00:00,444.84209999999996
1367,4000,2023-02-01 11:00:00,521.0494000000001
1368,2000,2023-02-01 11:00:00,521.0494000000001
1369,4000,2023-02-02 12:00:00,927.8808000000001
1370,2000,2023-02-02 12:00:00,927.8808000000001
1371,4000,2023-01-31 13:00:00,1018.0356
1372,2000,2023-01-31 13:00:00,1018.0356
1373,4000,2023-02-01 14:00:00,1108.2837
1374,2000,2023-02-01 14:00:00,1108.2837
1375,4000,2023-02-02 15:00:00,922.4922999999999
1376,2000,2023-02-02 15:00:00,922.4922999999999
1377,4000,2023-02-01 16:00:00,366.529
1378,2000,2023-02-01 16:00:00,366.529
1379,4000,2023-01-31 17:00:00,796.0503
1380,2000,2023-01-31 17:00:00,796.0503
1381,4000,2023-02-02 18:00:00,506.14150000000006
1382,2000,2023-02-02 18:00:00,506.14150000000006
1383,4000,2023-02-02 19:00:00,296.48019999999997
1384,2000,2023-02-02 19:00:00,296.48019999999997
1385,4000,2023-02-02 20:00:00,979.1695
1386,2000,2023-02-02 20:00:00,979.1695
1387,4000,2023-02-01 21:00:00,59.795399999999994
1388,2000,2023-02-01 21:00:00,59.795399999999994
1389,4000,2023-01-31 22:00:00,1034.7986999999998
1390,2000,2023-01-31 22:00:00,1034.7986999999998
1391,4000,2023-02-02 23:00:00,534.8874999999999
1392,2000,2023-02-02 23:00:00,534.8874999999999
1393,4000,2023-01-31 00:00:00,760.3574000000001
1394,2000,2023-01-31 00:00:00,760.3574000000001
1395,4000,2023-02-01 01:00:00,754.4322999999999
1396,2000,2023-02-01 01:00:00,754.4322999999999
1397,4000,2023-01-31 02:00:00,1021.0718
1398,2000,2023-01-31 02:00:00,1021.0718
1399,4000,2023-01-31 03:00:00,718.9186000000001
1400,2000,2023-01-31 03:00:00,718.9186000000001
1401,4000,2023-02-03 04:00:00,721.3135
1402,2000,2023-02-03 04:00:00,721.3135
1403,4000,2023-02-03 05:00:00,94.7508
1404,2000,2023-02-03 05:00:00,94.7508
1405,4000,2023-02-02 06:00:00,602.4476
1406,2000,2023-02-02 06:00:00,602.4476
1407,4000,2023-02-02 07:00:00,193.3023
1408,2000,2023-02-02 07:00:00,193.3023
1409,4000,2023-02-02 08:00:00,837.1011000000001
1410,2000,2023-02-02 08:00:00,837.1011000000001
1411,4000,2023-02-01 09:00:00,611.9762000000001
1412,2000,2023-02-01 09:00:00,611.9762000000001
1413,4000,2023-02-02 10:00:00,804.4378
1414,2000,2023-02-02 10:00:00,804.4378
1415,4000,2023-01-31 11:00:00,52.06960000000001
1416,2000,2023-01-31 11:00:00,52.06960000000001
1417,4000,2023-02-02 12:00:00,103.529
1418,2000,2023-02-02 12:00:00,103.529
1419,4000,2023-02-03 13:00:00,819.45
1420,2000,2023-02-03 13:00:00,819.45
1421,4000,2023-02-02 14:00:00,85.04159999999999
1422,2000,2023-02-02 14:00:00,85.04159999999999
1423,4000,2023-02-01 15:00:00,98.3577
1424,2000,2023-02-01 15:00:00,98.3577
1425,4000,2023-02-01 16:00:00,24.5653
1426,2000,2023-02-01 16:00:00,24.5653
1427,4000,2023-01-31 17:00:00,1113.8103
1428,2000,2023-01-31 17:00:00,1113.8103
1429,4000,2023-02-01 18:00:00,876.5144
1430,2000,2023-02-01 18:00:00,876.5144
1431,4000,2023-02-02 19:00:00,405.1861
1432,2000,2023-02-02 19:00:00,405.1861
1433,4000,2023-02-03 20:00:00,341.324
1434,2000,2023-02-03 20:00:00,341.324
1435,4000,2023-02-01 21:00:00,395.88489999999996
1436,2000,2023-02-01 21:00:00,395.88489999999996
1437,4000,2023-01-31 22:00:00,880.3104
1438,2000,2023-01-31 22:00:00,880.3104
1439,4000,2023-02-02 23:00:00,749.4766
1440,2000,2023-02-02 23:00:00,749.4766
1441,4000,2023-02-01 00:00:00,192.4731
1442,2000,2023-02-01 00:00:00,192.4731
1443,4000,2023-02-02 01:00:00,214.60969999999998
1444,2000,2023-02-02 01:00:00,214.60969999999998
1445,4000,2023-02-02 02:00:00,131.9717
1446,2000,2023-02-02 02:00:00,131.9717
1447,4000,2023-02-01 03:00:00,778.739
1448,2000,2023-02-01 03:00:00,778.739
1449,4000,2023-02-03 04:00:00,870.4671000000001
1450,2000,2023-02-03 04:00:00,870.4671000000001
1451,4000,2023-02-02 05:00:00,284.3025
1452,2000,2023-02-02 05:00:00,284.3025
1453,4000,2023-02-04 06:00:00,5.2607
1454,2000,2023-02-04 06:00:00,5.2607
1455,4000,2023-02-02 07:00:00,114.1307
1456,2000,2023-02-02 07:00:00,114.1307
1457,4000,2023-02-03 08:00:00,1105.1450000000002
1458,2000,2023-02-03 08:00:00,1105.1450000000002
1459,4000,2023-02-02 09:00:00,347.18260000000004
1460,2000,2023-02-02 09:00:00,347.18260000000004
1461,4000,2023-02-01 10:00:00,920.3996
1462,2000,2023-02-01 10:00:00,920.3996
1463,4000,2023-02-02 11:00:00,730.1623
1464,2000,2023-02-02 11:00:00,730.1623
1465,4000,2023-02-02 12:00:00,466.917
1466,2000,2023-02-02 12:00:00,466.917
1467,4000,2023-02-03 13:00:00,236.4783
1468,2000,2023-02-03 13:00:00,236.4783
1469,4000,2023-02-01 14:00:00,148.4324
1470,2000,2023-02-01 14:00:00,148.4324
1471,4000,2023-02-03 15:00:00,717.3549
1472,2000,2023-02-03 15:00:00,717.3549
1473,4000,2023-02-02 16:00:00,896.5166
1474,2000,2023-02-02 16:00:00,896.5166
1475,4000,2023-02-04 17:00:00,731.2856999999999
1476,2000,2023-02-04 17:00:00,731.2856999999999
1477,4000,2023-02-02 18:00:00,609.143
1478,2000,2023-02-02 18:00:00,609.143
1479,4000,2023-02-03 19:00:00,51.0209
1480,2000,2023-02-03 19:00:00,51.0209
1481,4000,2023-02-04 20:00:00,1112.2828
1482,2000,2023-02-04 20:00:00,1112.2828
1483,4000,2023-02-03 21:00:00,909.9806000000001
1484,2000,2023-02-03 21:00:00,909.9806000000001
1485,4000,2023-02-03 22:00:00,359.3043
1486,2000,2023-02-03 22:00:00,359.3043
1487,4000,2023-02-01 23:00:00,1140.0403000000001
1488,2000,2023-02-01 23:00:00,1140.0403000000001
1489,4000,2023-02-05 00:00:00,711.4796
1490,2000,2023-02-05 00:00:00,711.4796
1491,4000,2023-02-03 01:00:00,700.6663
1492,2000,2023-02-03 01:00:00,700.6663
1493,4000,2023-02-04 02:00:00,862.7709000000001
1494,2000,2023-02-04 02:00:00,862.7709000000001
1495,4000,2023-02-03 03:00:00,927.3407
1496,2000,2023-02-03 03:00:00,927.3407
1497,4000,2023-02-02 04:00:00,781.2365000000001
1498,2000,2023-02-02 04:00:00,781.2365000000001
1499,4000,2023-02-02 05:00:00,132.5607
1500,2000,2023-02-02 05:00:00,132.5607
1501,4000,2023-02-05 06:00:00,375.61499999999995
1502,2000,2023-02-05 06:00:00,375.61499999999995
1503,4000,2023-02-02 07:00:00,1060.4088
1504,2000,2023-02-02 07:00:00,1060.4088
1505,4000,2023-02-02 08:00:00,272.4828
1506,2000,2023-02-02 08:00:00,272.4828
1507,4000,2023-02-03 09:00:00,412.61680000000007
1508,2000,2023-02-03 09:00:00,412.61680000000007
1509,4000,2023-02-02 10:00:00,511.6636000000001
1510,2000,2023-02-02 10:00:00,511.6636000000001
1511,4000,2023-02-02 11:00:00,508.6178
1512,2000,2023-02-02 11:00:00,508.6178
1513,4000,2023-02-04 12:00:00,736.0792
1514,2000,2023-02-04 12:00:00,736.0792
1515,4000,2023-02-02 13:00:00,1121.4198999999999
1516,2000,2023-02-02 13:00:00,1121.4198999999999
1517,4000,2023-02-04 14:00:00,268.47720000000004
1518,2000,2023-02-04 14:00:00,268.47720000000004
1519,4000,2023-02-02 15:00:00,143.27329999999998
1520,2000,2023-02-02 15:00:00,143.27329999999998
1521,4000,2023-02-02 16:00:00,241.27880000000002
1522,2000,2023-02-02 16:00:00,241.27880000000002
1523,4000,2023-02-05 17:00:00,1048.6161000000002
1524,2000,2023-02-05 17:00:00,1048.6161000000002
1525,4000,2023-02-05 18:00:00,743.4390999999999
1526,2000,2023-02-05 18:00:00,743.4390999999999
1527,4000,2023-02-04 19:00:00,357.2061
1528,2000,2023-02-04 19:00:00,357.2061
1529,4000,2023-02-02 20:00:00,935.0697
1530,2000,2023-02-02 20:00:00,935.0697
1531,4000,2023-02-03 21:00:00,1024.3665999999998
1532,2000,2023-02-03 21:00:00,1024.3665999999998
1533,4000,2023-02-05 22:00:00,1001.4302
1534,2000,2023-02-05 22:00:00,1001.4302
1535,4000,2023-02-03 23:00:00,1076.1444999999999
1536,2000,2023-02-03 23:00:00,1076.1444999999999
1537,4000,2023-02-06 00:00:00,293.72799999999995
1538,2000,2023-02-06 00:00:00,293.72799999999995
1539,4000,2023-02-06 01:00:00,886.5786
1540,2000,2023-02-06 01:00:00,886.5786
1541,4000,2023-02-03 02:00:00,544.8427
1542,2000,2023-02-03 02:00:00,544.8427
1543,4000,2023-02-06 03:00:00,957.5403999999999
1544,2000,2023-02-06 03:00:00,957.5403999999999
1545,4000,2023-02-04 04:00:00,841.2847999999999
1546,2000,2023-02-04 04:00:00,841.2847999999999
1547,4000,2023-02-06 05:00:00,928.1247999999999
1548,2000,2023-02-06 05:00:00,928.1247999999999
1549,4000,2023-02-05 06:00:00,767.5075999999999
1550,2000,2023-02-05 06:00:00,767.5075999999999
1551,4000,2023-02-03 07:00:00,186.9672
1552,2000,2023-02-03 07:00:00,186.9672
1553,4000,2023-02-03 08:00:00,644.3447
1554,2000,2023-02-03 08:00:00,644.3447
1555,4000,2023-02-05 09:00:00,1167.3962
1556,2000,2023-02-05 09:00:00,1167.3962
1557,4000,2023-02-05 10:00:00,1079.0616
1558,2000,2023-02-05 10:00:00,1079.0616
1559,4000,2023-02-05 11:00:00,43.8489
1560,2000,2023-02-05 11:00:00,43.8489
1561,4000,2023-02-06 12:00:00,187.4888
1562,2000,2023-02-06 12:00:00,187.4888
1563,4000,2023-02-03 13:00:00,174.7371
1564,2000,2023-02-03 13:00:00,174.7371
1565,4000,2023-02-05 14:00:00,863.4174
1566,2000,2023-02-05 14:00:00,863.4174
1567,4000,2023-02-06 15:00:00,946.3716999999999
1568,2000,2023-02-06 15:00:00,946.3716999999999
1569,4000,2023-02-05 16:00:00,262.40560000000005
1570,2000,2023-02-05 16:00:00,262.40560000000005
1571,4000,2023-02-04 17:00:00,588.5305999999999
1572,2000,2023-02-04 17:00:00,588.5305999999999
1573,4000,2023-02-04 18:00:00,976.9891
1574,2000,2023-02-04 18:00:00,976.9891
1575,4000,2023-02-03 19:00:00,864.2185000000001
1576,2000,2023-02-03 19:00:00,864.2185000000001
1577,4000,2023-02-06 20:00:00,608.7341
1578,2000,2023-02-06 20:00:00,608.7341
1579,4000,2023-02-04 21:00:00,670.1426
1580,2000,2023-02-04 21:00:00,670.1426
1581,4000,2023-02-04 22:00:00,580.5261
1582,2000,2023-02-04 22:00:00,580.5261
1583,4000,2023-02-06 23:00:00,366.90400000000005
1584,2000,2023-02-06 23:00:00,366.90400000000005
1585,4000,2023-02-06 00:00:00,677.4168000000001
1586,2000,2023-02-06 00:00:00,677.4168000000001
1587,4000,2023-02-07 01:00:00,802.5409000000001
1588,2000,2023-02-07 01:00:00,802.5409000000001
1589,4000,2023-02-06 02:00:00,1034.2334
1590,2000,2023-02-06 02:00:00,1034.2334
1591,4000,2023-02-05 03:00:00,716.9383000000001
1592,2000,2023-02-05 03:00:00,716.9383000000001
1593,4000,2023-02-05 04:00:00,903.491
1594,2000,2023-02-05 04:00:00,903.491
1595,4000,2023-02-05 05:00:00,186.1053
1596,2000,2023-02-05 05:00:00,186.1053
1597,4000,2023-02-04 06:00:00,543.8626999999999
1598,2000,2023-02-04 06:00:00,543.8626999999999
1599,4000,2023-02-04 07:00:00,2.7066000000000017
1600,2000,2023-02-04 07:00:00,2.7066000000000017
1601,4000,2023-02-04 08:00:00,305.0325
1602,2000,2023-02-04 08:00:00,305.0325
1603,4000,2023-02-07 09:00:00,849.4766999999999
1604,2000,2023-02-07 09:00:00,849.4766999999999
1605,4000,2023-02-05 10:00:00,1166.7043
1606,2000,2023-02-05 10:00:00,1166.7043
1607,4000,2023-02-05 11:00:00,95.06609999999999
1608,2000,2023-02-05 11:00:00,95.06609999999999
1609,4000,2023-02-07 12:00:00,489.9874
1610,2000,2023-02-07 12:00:00,489.9874
1611,4000,2023-02-04 13:00:00,911.1533
1612,2000,2023-02-04 13:00:00,911.1533
1613,4000,2023-02-07 14:00:00,220.0905
1614,2000,2023-02-07 14:00:00,220.0905
1615,4000,2023-02-04 15:00:00,656.2562
1616,2000,2023-02-04 15:00:00,656.2562
1617,4000,2023-02-05 16:00:00,839.2479
1618,2000,2023-02-05 16:00:00,839.2479
1619,4000,2023-02-06 17:00:00,740.6073
1620,2000,2023-02-06 17:00:00,740.6073
1621,4000,2023-02-04 18:00:00,194.72939999999997
1622,2000,2023-02-04 18:00:00,194.72939999999997
1623,4000,2023-02-05 19:00:00,411.9232
1624,2000,2023-02-05 19:00:00,411.9232
1625,4000,2023-02-05 20:00:00,922.7028
1626,2000,2023-02-05 20:00:00,922.7028
1627,4000,2023-02-06 21:00:00,652.0066
1628,2000,2023-02-06 21:00:00,652.0066
1629,4000,2023-02-05 22:00:00,26.584699999999998
1630,2000,2023-02-05 22:00:00,26.584699999999998
1631,4000,2023-02-05 23:00:00,861.7963
1632,2000,2023-02-05 23:00:00,861.7963
1633,4000,2023-02-05 00:00:00,63.0259
1634,2000,2023-02-05 00:00:00,63.0259
1635,4000,2023-02-05 01:00:00,860.7258
1636,2000,2023-02-05 01:00:00,860.7258
1637,4000,2023-02-07 02:00:00,237.7917
1638,2000,2023-02-07 02:00:00,237.7917
1639,4000,2023-02-07 03:00:00,1093.6528999999998
1640,2000,2023-02-07 03:00:00,1093.6528999999998
1641,4000,2023-02-06 04:00:00,440.5902
1642,2000,2023-02-06 04:00:00,440.5902
1643,4000,2023-02-05 05:00:00,378.4641
1644,2000,2023-02-05 05:00:00,378.4641
1645,4000,2023-02-07 06:00:00,173.31289999999998
1646,2000,2023-02-07 06:00:00,173.31289999999998
1647,4000,2023-02-07 07:00:00,345.05310000000003
1648,2000,2023-02-07 07:00:00,345.05310000000003
1649,4000,2023-02-08 08:00:00,1042.7528
1650,2000,2023-02-08 08:00:00,1042.7528
1651,4000,2023-02-07 09:00:00,1176.0378999999998
1652,2000,2023-02-07 09:00:00,1176.0378999999998
1653,4000,2023-02-06 10:00:00,442.5886
1654,2000,2023-02-06 10:00:00,442.5886
1655,4000,2023-02-05 11:00:00,510.0616
1656,2000,2023-02-05 11:00:00,510.0616
1657,4000,2023-02-07 12:00:00,856.4196999999999
1658,2000,2023-02-07 12:00:00,856.4196999999999
1659,4000,2023-02-08 13:00:00,1028.6093
1660,2000,2023-02-08 13:00:00,1028.6093
1661,4000,2023-02-05 14:00:00,704.6442
1662,2000,2023-02-05 14:00:00,704.6442
1663,4000,2023-02-07 15:00:00,437.32300000000004
1664,2000,2023-02-07 15:00:00,437.32300000000004
1665,4000,2023-02-08 16:00:00,457.8903
1666,2000,2023-02-08 16:00:00,457.8903
1667,4000,2023-02-07 17:00:00,809.1149000000001
1668,2000,2023-02-07 17:00:00,809.1149000000001
1669,4000,2023-02-05 18:00:00,9.928499999999996
1670,2000,2023-02-05 18:00:00,9.928499999999996
1671,4000,2023-02-05 19:00:00,734.668
1672,2000,2023-02-05 19:00:00,734.668
1673,4000,2023-02-05 20:00:00,435.8822
1674,2000,2023-02-05 20:00:00,435.8822
1675,4000,2023-02-06 21:00:00,936.5589
1676,2000,2023-02-06 21:00:00,936.5589
1677,4000,2023-02-07 22:00:00,99.53469999999999
1678,2000,2023-02-07 22:00:00,99.53469999999999
1679,4000,2023-02-06 23:00:00,683.0836000000002
1680,2000,2023-02-06 23:00:00,683.0836000000002
1681,4000,2023-02-06 00:00:00,537.5065
1682,2000,2023-02-06 00:00:00,537.5065
1683,4000,2023-02-09 01:00:00,753.0712000000001
1684,2000,2023-02-09 01:00:00,753.0712000000001
1685,4000,2023-02-08 02:00:00,64.74640000000001
1686,2000,2023-02-08 02:00:00,64.74640000000001
1687,4000,2023-02-07 03:00:00,675.7022
1688,2000,2023-02-07 03:00:00,675.7022
1689,4000,2023-02-08 04:00:00,652.9675
1690,2000,2023-02-08 04:00:00,652.9675
1691,4000,2023-02-09 05:00:00,664.2555000000001
1692,2000,2023-02-09 05:00:00,664.2555000000001
1693,4000,2023-02-07 06:00:00,704.8398
1694,2000,2023-02-07 06:00:00,704.8398
1695,4000,2023-02-06 07:00:00,789.1586000000001
1696,2000,2023-02-06 07:00:00,789.1586000000001
1697,4000,2023-02-07 08:00:00,927.2490999999999
1698,2000,2023-02-07 08:00:00,927.2490999999999
1699,4000,2023-02-08 09:00:00,291.4298
1700,2000,2023-02-08 09:00:00,291.4298
1701,4000,2023-02-08 10:00:00,969.5044999999999
1702,2000,2023-02-08 10:00:00,969.5044999999999
1703,4000,2023-02-08 11:00:00,602.7551
1704,2000,2023-02-08 11:00:00,602.7551
1705,4000,2023-02-08 12:00:00,88.85879999999999
1706,2000,2023-02-08 12:00:00,88.85879999999999
1707,4000,2023-02-06 13:00:00,64.8622
1708,2000,2023-02-06 13:00:00,64.8622
1709,4000,2023-02-07 14:00:00,405.16450000000003
1710,2000,2023-02-07 14:00:00,405.16450000000003
1711,4000,2023-02-06 15:00:00,901.128
1712,2000,2023-02-06 15:00:00,901.128
1713,4000,2023-02-06 16:00:00,799.8507
1714,2000,2023-02-06 16:00:00,799.8507
1715,4000,2023-02-06 17:00:00,896.1896
1716,2000,2023-02-06 17:00:00,896.1896
1717,4000,2023-02-08 18:00:00,617.1747999999999
1718,2000,2023-02-08 18:00:00,617.1747999999999
1719,4000,2023-02-08 19:00:00,493.39599999999996
1720,2000,2023-02-08 19:00:00,493.39599999999996
1721,4000,2023-02-08 20:00:00,160.535
1722,2000,2023-02-08 20:00:00,160.535
1723,4000,2023-02-07 21:00:00,383.8497
1724,2000,2023-02-07 21:00:00,383.8497
1725,4000,2023-02-09 22:00:00,502.92460000000005
1726,2000,2023-02-09 22:00:00,502.92460000000005
1727,4000,2023-02-08 23:00:00,84.64770000000001
1728,2000,2023-02-08 23:00:00,84.64770000000001
1729,4000,2023-02-08 00:00:00,257.068
1730,2000,2023-02-08 00:00:00,257.068
1731,4000,2023-02-09 01:00:00,702.7894
1732,2000,2023-02-09 01:00:00,702.7894
1733,4000,2023-02-09 02:00:00,857.0705000000002
1734,2000,2023-02-09 02:00:00,857.0705000000002
1735,4000,2023-02-07 03:00:00,1159.1122
1736,2000,2023-02-07 03:00:00,1159.1122
1737,4000,2023-02-07 04:00:00,1102.5455
1738,2000,2023-02-07 04:00:00,1102.5455
1739,4000,2023-02-07 05:00:00,728.1049
1740,2000,2023-02-07 05:00:00,728.1049
1741,4000,2023-02-08 06:00:00,481.3458
1742,2000,2023-02-08 06:00:00,481.3458
1743,4000,2023-02-10 07:00:00,734.0455000000001
1744,2000,2023-02-10 07:00:00,734.0455000000001
1745,4000,2023-02-10 08:00:00,935.0586000000001
1746,2000,2023-02-10 08:00:00,935.0586000000001
1747,4000,2023-02-08 09:00:00,131.5943
1748,2000,2023-02-08 09:00:00,131.5943
1749,4000,2023-02-09 10:00:00,495.78489999999994
1750,2000,2023-02-09 10:00:00,495.78489999999994
1751,4000,2023-02-08 11:00:00,999.2519000000001
1752,2000,2023-02-08 11:00:00,999.2519000000001
1753,4000,2023-02-09 12:00:00,445.0604
1754,2000,2023-02-09 12:00:00,445.0604
1755,4000,2023-02-08 13:00:00,670.5717
1756,2000,2023-02-08 13:00:00,670.5717
1757,4000,2023-02-08 14:00:00,679.8118999999999
1758,2000,2023-02-08 14:00:00,679.8118999999999
1759,4000,2023-02-08 15:00:00,234.4801
1760,2000,2023-02-08 15:00:00,234.4801
1761,4000,2023-02-10 16:00:00,424.6881
1762,2000,2023-02-10 16:00:00,424.6881
1763,4000,2023-02-07 17:00:00,405.1658
1764,2000,2023-02-07 17:00:00,405.1658
1765,4000,2023-02-08 18:00:00,4.987300000000005
1766,2000,2023-02-08 18:00:00,4.987300000000005
1767,4000,2023-02-10 19:00:00,23.9549
1768,2000,2023-02-10 19:00:00,23.9549
1769,4000,2023-02-07 20:00:00,959.3513999999999
1770,2000,2023-02-07 20:00:00,959.3513999999999
1771,4000,2023-02-07 21:00:00,325.9859
1772,2000,2023-02-07 21:00:00,325.9859
1773,4000,2023-02-08 22:00:00,623.2468
1774,2000,2023-02-08 22:00:00,623.2468
1775,4000,2023-02-09 23:00:00,323.3825
1776,2000,2023-02-09 23:00:00,323.3825
1777,4000,2023-02-10 00:00:00,1106.5153
1778,2000,2023-02-10 00:00:00,1106.5153
1779,4000,2023-02-10 01:00:00,305.0009
1780,2000,2023-02-10 01:00:00,305.0009
1781,4000,2023-02-09 02:00:00,492.3714
1782,2000,2023-02-09 02:00:00,492.3714
1783,4000,2023-02-10 03:00:00,1040.3532
1784,2000,2023-02-10 03:00:00,1040.3532
1785,4000,2023-02-11 04:00:00,965.1471
1786,2000,2023-02-11 04:00:00,965.1471
1787,4000,2023-02-11 05:00:00,214.00220000000002
1788,2000,2023-02-11 05:00:00,214.00220000000002
1789,4000,2023-02-11 06:00:00,945.9321000000001
1790,2000,2023-02-11 06:00:00,945.9321000000001
1791,4000,2023-02-11 07:00:00,555.0537999999999
1792,2000,2023-02-11 07:00:00,555.0537999999999
1793,4000,2023-02-08 08:00:00,578.9189
1794,2000,2023-02-08 08:00:00,578.9189
1795,4000,2023-02-11 09:00:00,134.7139
1796,2000,2023-02-11 09:00:00,134.7139
1797,4000,2023-02-10 10:00:00,83.4981
1798,2000,2023-02-10 10:00:00,83.4981
1799,4000,2023-02-09 11:00:00,860.2221999999999
