session_id,user_id,visit_date,device,country,traffic_source,landing_page,session_duration,pages_viewed,engaged_session
983,2862,2023-02-18,desktop,USA,paid_social,/blog,432,11,1
984,3477,2023-03-27,desktop,Brazil,paid_search,/cart,394,5,1
985,3418,2023-02-23,tablet,USA,email,/cart,213,9,1
986,1646,2023-01-18,tablet,USA,referral,/home,16,10,0
987,1206,2023-01-27,desktop,Colombia,referral,/home,678,11,1
988,3031,2023-03-13,tablet,USA,referral,/home,107,11,1
989,2873,2023-05-14,mobile,USA,direct,/contact,196,9,1
990,3073,2023-05-02,mobile,Brazil,referral,/products,70,10,1
991,1855,2023-04-15,desktop,Colombia,direct,/cart,408,3,1
992,4022,2023-03-10,desktop,USA,direct,/products,700,1,1
993,4663,2023-03-12,tablet,Colombia,paid_social,/checkout,435,1,1
994,2709,2023-05-30,mobile,Colombia,referral,/products/category,555,6,1
995,3503,2023-06-24,desktop,Mexico,organic,/blog,315,9,1
996,1333,2023-04-27,mobile,Brazil,organic,/home,61,7,1
997,202,2023-02-01,tablet,Mexico,direct,/checkout,311,11,1
998,3508,2023-04-19,desktop,Colombia,email,/checkout,580,2,1
999,4213,2023-04-07,desktop,USA,paid_search,/blog,356,6,1
1000,575,2023-01-01,desktop,Brazil,email,/products/category,94,9,1
1001,537,2023-06-23,mobile,Spain,paid_social,/cart,208,3,1
1002,1626,2023-06-18,tablet,Brazil,organic,/cart,822,6,1
1003,2123,2023-04-18,mobile,Mexico,paid_search,/contact,647,7,1
1004,386,2023-04-24,mobile,Brazil,direct,/checkout,205,2,1
1005,3282,2023-02-10,desktop,USA,direct,/products/category,478,9,1
1006,475,2023-01-08,tablet,Brazil,paid_social,/cart,265,10,1
1007,418,2023-06-09,tablet,Spain,paid_social,/contact,205,10,1
1008,3601,2023-01-30,desktop,Mexico,referral,/home,498,11,1
1009,955,2023-02-15,tablet,Mexico,paid_social,/products,358,5,1
1010,4972,2023-04-15,desktop,Colombia,paid_social,/products/category,542,6,1
1011,4859,2023-06-29,desktop,Mexico,direct,/blog,317,11,1
1012,1206,2023-04-06,tablet,Spain,direct,/contact,259,2,1
1013,4760,2023-03-02,tablet,Spain,paid_social,/checkout,826,7,1
1014,4121,2023-05-21,tablet,Mexico,direct,/products,450,4,1
1015,1991,2023-03-30,tablet,Brazil,paid_social,/cart,103,5,1
1016,4806,2023-06-17,mobile,Spain,paid_search,/cart,453,7,1
1017,3573,2023-05-06,desktop,Mexico,paid_social,/blog,72,6,1
1018,4381,2023-03-02,desktop,Mexico,referral,/products/category,895,5,1
1019,4159,2023-04-30,desktop,Brazil,paid_social,/products,876,3,1
1020,4758,2023-06-21,desktop,Mexico,paid_search,/cart,537,6,1
1021,2714,2023-05-01,mobile,USA,organic,/products/category,600,6,1
1022,2204,2023-06-21,tablet,Colombia,email,/products,648,6,1
1023,3121,2023-02-17,tablet,Spain,paid_social,/contact,100,11,1
1024,967,2023-02-28,tablet,Brazil,paid_search,/contact,671,11,1
1025,4945,2023-01-11,desktop,Brazil,paid_search,/checkout,349,1,1
1026,3433,2023-01-25,mobile,Colombia,direct,/checkout,331,2,1
1027,689,2023-02-15,mobile,USA,referral,/contact,433,9,1
1028,4244,2023-02-23,tablet,Colombia,paid_social,/cart,866,9,1
1029,3702,2023-02-03,desktop,Mexico,referral,/contact,347,9,1
1030,342,2023-03-25,tablet,Brazil,paid_search,/products/category,33,11,0
1031,1725,2023-05-15,desktop,Mexico,referral,/home,125,5,1
1032,4423,2023-03-03,tablet,Brazil,organic,/cart,701,5,1
1033,1793,2023-02-26,tablet,Brazil,organic,/home,153,4,1
1034,1760,2023-04-03,mobile,Mexico,email,/products,485,8,1
1035,3213,2023-04-26,desktop,Colombia,direct,/products/category,598,8,1
1036,990,2023-03-17,mobile,Spain,referral,/blog,287,2,1
1037,2263,2023-05-13,mobile,Spain,direct,/cart,722,11,1
1038,2483,2023-03-17,tablet,Colombia,direct,/checkout,556,9,1
1039,952,2023-06-12,desktop,USA,paid_social,/contact,419,1,1
1040,723,2023-02-06,desktop,Colombia,referral,/products,750,4,1
1041,3390,2023-05-24,tablet,Colombia,organic,/blog,268,3,1
1042,2080,2023-01-30,tablet,Colombia,paid_social,/contact,641,2,1
1043,2718,2023-02-11,tablet,Spain,paid_search,/products,167,10,1
1044,2333,2023-03-02,desktop,Brazil,email,/products,874,1,1
1045,3377,2023-02-17,tablet,USA,referral,/home,335,9,1
1046,4525,2023-03-25,tablet,USA,email,/home,760,5,1
1047,1501,2023-04-03,mobile,USA,paid_social,/blog,111,4,1
1048,286,2023-03-09,tablet,Mexico,referral,/products,120,1,1
1049,3496,2023-02-15,tablet,Colombia,email,/contact,870,11,1
1050,2066,2023-04-23,desktop,Brazil,paid_social,/cart,603,10,1
1051,769,2023-01-28,tablet,Brazil,direct,/home,713,6,1
1052,3058,2023-03-18,desktop,Mexico,paid_search,/products/category,418,6,1
1053,4290,2023-05-01,mobile,Spain,direct,/contact,660,7,1
1054,2162,2023-01-03,mobile,Mexico,email,/checkout,274,7,1
1055,3294,2023-02-06,desktop,Mexico,paid_search,/cart,459,2,1
1056,947,2023-06-25,tablet,Colombia,organic,/blog,633,6,1
1057,4927,2023-05-27,desktop,Spain,paid_social,/blog,101,3,1
1058,3336,2023-04-02,tablet,Mexico,paid_search,/contact,772,2,1
1059,4151,2023-03-24,tablet,Brazil,referral,/products/category,6,4,0
1060,4896,2023-01-17,tablet,Colombia,paid_social,/blog,178,7,1
1061,4874,2023-05-01,desktop,Spain,paid_search,/contact,9,11,0
1062,1482,2023-03-28,mobile,Brazil,email,/blog,561,5,1
1063,1902,2023-02-09,desktop,USA,direct,/home,561,7,1
1064,3452,2023-06-27,tablet,Colombia,referral,/checkout,747,10,1
1065,4065,2023-03-14,desktop,Brazil,email,/products,832,4,1
1066,55,2023-01-29,mobile,Mexico,referral,/contact,659,1,1
1067,1824,2023-06-28,desktop,Mexico,referral,/checkout,384,6,1
1068,3463,2023-02-11,mobile,Colombia,organic,/products,558,8,1
1069,3080,2023-01-29,mobile,Spain,referral,/blog,390,11,1
1070,833,2023-03-07,tablet,Mexico,email,/products/category,476,1,1
1071,4409,2023-05-04,mobile,Brazil,paid_search,/products/category,673,7,1
1072,2807,2023-05-25,desktop,USA,organic,/cart,609,7,1
1073,2491,2023-04-30,desktop,Spain,paid_search,/products/category,729,1,1
1074,328,2023-04-19,tablet,Colombia,direct,/home,157,2,1
1075,3311,2023-06-08,desktop,Mexico,referral,/home,410,10,1
1076,3301,2023-04-02,tablet,Spain,paid_social,/checkout,343,2,1
1077,3676,2023-04-22,desktop,USA,direct,/blog,194,10,1
1078,3055,2023-02-21,desktop,Spain,direct,/products,896,11,1
1079,2144,2023-06-16,mobile,Spain,referral,/blog,657,4,1
1080,1312,2023-03-01,mobile,Colombia,direct,/checkout,194,2,1
1081,3192,2023-04-04,mobile,USA,paid_search,/cart,388,5,1
1082,2539,2023-06-28,desktop,USA,paid_social,/blog,189,8,1
1083,3984,2023-05-24,tablet,Spain,paid_search,/cart,293,2,1
1084,4548,2023-04-08,tablet,Mexico,organic,/blog,259,8,1
1085,165,2023-01-14,tablet,Spain,referral,/home,549,4,1
1086,4278,2023-06-19,mobile,Brazil,paid_search,/cart,316,7,1
1087,823,2023-02-20,desktop,Mexico,direct,/blog,400,11,1
1088,944,2023-01-24,mobile,Colombia,email,/home,882,6,1
1089,4426,2023-04-17,desktop,USA,email,/products,731,4,1
1090,775,2023-06-20,desktop,Mexico,paid_search,/contact,255,6,1
1091,2199,2023-03-14,desktop,Colombia,direct,/checkout,64,3,1
1092,3157,2023-05-27,mobile,Spain,direct,/blog,325,10,1
1093,4243,2023-03-25,desktop,Colombia,email,/cart,156,4,1
1094,3696,2023-03-02,mobile,Brazil,paid_social,/products,73,4,1
1095,3453,2023-04-16,mobile,Colombia,paid_social,/cart,445,9,1
1096,915,2023-04-04,desktop,Mexico,direct,/products/category,39,1,0
1097,1309,2023-03-04,desktop,USA,organic,/contact,177,8,1
1098,4178,2023-06-03,desktop,Mexico,organic,/cart,457,9,1
1099,514,2023-04-05,mobile,Mexico,organic,/products,657,8,1
1100,1921,2023-02-04,desktop,USA,referral,/cart,164,5,1
1101,3595,2023-03-08,desktop,Brazil,organic,/products/category,699,8,1
1102,4842,2023-02-25,tablet,Mexico,organic,/contact,878,5,1
1103,1410,2023-02-09,tablet,USA,email,/contact,543,7,1
1104,4803,2023-06-06,tablet,USA,direct,/cart,604,4,1
1105,4567,2023-05-14,desktop,Mexico,paid_search,/contact,519,10,1
1106,3191,2023-06-29,mobile,USA,email,/products,645,6,1
1107,4492,2023-05-09,tablet,Spain,email,/contact,323,6,1
1108,1556,2023-06-29,mobile,Mexico,referral,/contact,384,6,1
1109,805,2023-01-24,tablet,Brazil,direct,/home,97,1,1
1110,1280,2023-04-12,tablet,Spain,paid_social,/contact,689,11,1
1111,3578,2023-06-11,mobile,Brazil,email,/products,90,3,1
1112,2902,2023-04-25,tablet,Mexico,email,/home,713,1,1
1113,1388,2023-05-15,mobile,Colombia,referral,/contact,559,9,1
1114,4689,2023-03-16,desktop,USA,paid_search,/home,127,3,1
1115,2762,2023-01-11,desktop,Spain,organic,/checkout,16,8,0
1116,2680,2023-02-05,mobile,Mexico,email,/blog,719,11,1
1117,2107,2023-05-28,mobile,USA,organic,/products,147,5,1
1118,4224,2023-03-04,desktop,Colombia,direct,/contact,129,7,1
1119,4832,2023-03-21,mobile,Brazil,email,/checkout,298,11,1
1120,2769,2023-03-29,desktop,Mexico,paid_search,/home,322,2,1
1121,3954,2023-01-30,desktop,Mexico,paid_search,/cart,295,4,1
1122,3187,2023-06-07,mobile,Colombia,direct,/home,244,4,1
1123,3281,2023-04-13,tablet,Brazil,organic,/products,113,11,1
1124,2574,2023-04-22,mobile,Mexico,paid_social,/products,276,2,1
1125,4617,2023-03-25,desktop,USA,direct,/products,708,10,1
1126,2600,2023-05-30,tablet,Colombia,paid_social,/products,659,9,1
1127,4034,2023-04-15,tablet,Mexico,paid_search,/contact,228,2,1
1128,237,2023-01-21,desktop,Brazil,paid_search,/cart,68,1,1
1129,1305,2023-02-06,tablet,Spain,email,/contact,255,5,1
1130,3431,2023-01-27,tablet,Mexico,paid_search,/checkout,596,8,1
1131,1302,2023-04-12,mobile,Brazil,organic,/products/category,869,8,1
1132,2542,2023-06-12,desktop,Colombia,paid_search,/checkout,684,5,1
1133,2052,2023-02-07,tablet,Brazil,referral,/home,317,1,1
1134,442,2023-03-01,desktop,Brazil,email,/products,408,7,1
1135,2077,2023-03-11,mobile,Colombia,direct,/products,681,7,1
1136,3181,2023-02-01,mobile,Spain,referral,/products/category,235,10,1
1137,2658,2023-03-21,mobile,USA,email,/contact,897,11,1
1138,3799,2023-06-04,tablet,Spain,direct,/contact,548,7,1
1139,805,2023-05-11,mobile,USA,email,/checkout,590,6,1
1140,75,2023-06-26,desktop,USA,paid_search,/home,404,2,1
1141,2176,2023-04-12,mobile,USA,paid_social,/products,792,8,1
1142,3925,2023-04-12,tablet,Mexico,referral,/contact,60,1,1
1143,2090,2023-01-30,mobile,Spain,organic,/blog,95,11,1
1144,41,2023-01-22,tablet,Brazil,paid_social,/products/category,303,1,1
1145,2082,2023-01-19,desktop,Mexico,organic,/products/category,899,7,1
1146,4684,2023-01-31,mobile,Colombia,paid_search,/blog,448,1,1
1147,1623,2023-01-20,mobile,Colombia,referral,/home,566,4,1
1148,342,2023-05-27,desktop,USA,email,/products/category,63,11,1
1149,4053,2023-05-10,desktop,Mexico,email,/blog,88,10,1
1150,2075,2023-02-09,tablet,Mexico,direct,/products/category,407,6,1
1151,646,2023-06-16,mobile,Colombia,paid_social,/checkout,112,5,1
1152,4827,2023-04-01,mobile,Brazil,organic,/products,810,9,1
1153,4264,2023-03-13,mobile,Spain,email,/checkout,671,8,1
1154,610,2023-04-19,mobile,Spain,paid_search,/products/category,515,11,1
1155,455,2023-01-27,desktop,USA,email,/cart,366,3,1
1156,2954,2023-03-20,mobile,USA,direct,/home,296,3,1
1157,1709,2023-05-20,mobile,USA,referral,/contact,620,6,1
1158,3473,2023-03-19,mobile,Colombia,email,/products/category,393,3,1
1159,2970,2023-01-17,tablet,Colombia,paid_search,/products/category,567,1,1
1160,3029,2023-03-25,tablet,Spain,email,/blog,886,6,1
1161,4798,2023-05-18,tablet,USA,organic,/checkout,31,1,0
1162,2682,2023-05-27,desktop,Mexico,organic,/home,575,2,1
1163,3630,2023-06-07,desktop,Brazil,email,/blog,314,9,1
1164,4226,2023-06-07,desktop,Colombia,paid_search,/products,456,2,1
1165,3068,2023-06-02,mobile,USA,referral,/home,843,2,1
1166,1387,2023-03-29,mobile,USA,paid_search,/products/category,780,5,1
1167,3777,2023-03-15,desktop,Colombia,email,/checkout,19,4,0
1168,2867,2023-05-07,tablet,Spain,paid_search,/contact,289,4,1
1169,4789,2023-04-12,mobile,Spain,organic,/cart,747,10,1
1170,3364,2023-04-06,tablet,Spain,organic,/products/category,205,3,1
1171,4890,2023-06-12,mobile,Spain,organic,/home,197,4,1
1172,4125,2023-02-20,mobile,Mexico,direct,/blog,523,7,1
1173,149,2023-04-11,tablet,USA,referral,/blog,166,3,1
1174,3851,2023-03-12,desktop,Spain,paid_social,/contact,499,11,1
1175,2059,2023-03-12,tablet,Spain,organic,/home,270,6,1
1176,1137,2023-06-04,desktop,Brazil,email,/cart,895,3,1
1177,187,2023-01-10,desktop,Brazil,referral,/home,621,6,1
1178,2855,2023-04-07,mobile,USA,direct,/blog,820,10,1
1179,1251,2023-06-20,mobile,Colombia,email,/home,74,1,1
1180,1334,2023-05-14,mobile,Spain,paid_search,/blog,208,3,1
1181,4194,2023-01-06,desktop,Mexico,paid_social,/contact,876,4,1
1182,4151,2023-03-18,desktop,Brazil,direct,/checkout,813,11,1
1183,2712,2023-06-25,tablet,Spain,paid_search,/home,363,4,1
1184,4854,2023-03-18,mobile,Colombia,paid_search,/products,82,4,1
1185,4502,2023-01-02,mobile,Mexico,organic,/cart,399,1,1
1186,1786,2023-02-20,desktop,Brazil,email,/products/category,784,2,1
1187,751,2023-05-27,mobile,Colombia,paid_search,/contact,727,1,1
1188,1763,2023-05-01,desktop,Colombia,referral,/cart,686,4,1
1189,3921,2023-05-08,tablet,Mexico,paid_search,/blog,224,9,1
1190,4461,2023-01-02,tablet,Mexico,paid_search,/products/category,57,8,1
1191,482,2023-02-20,mobile,Brazil,paid_social,/checkout,727,1,1
1192,154,2023-06-03,tablet,Mexico,direct,/home,561,8,1
1193,1525,2023-03-11,mobile,Spain,referral,/blog,103,2,1
1194,2121,2023-01-20,mobile,Mexico,referral,/products/category,27,11,0
1195,2344,2023-01-23,desktop,Colombia,referral,/products/category,84,5,1
1196,1241,2023-02-23,desktop,Mexico,organic,/checkout,506,9,1
1197,61,2023-05-23,mobile,Brazil,direct,/blog,745,9,1
1198,939,2023-05-14,tablet,Spain,paid_search,/cart,576,1,1
1199,1640,2023-06-12,tablet,Mexico,referral,/blog,25,9,0
1200,4121,2023-05-16,mobile,Spain,paid_social,/cart,575,11,1
1201,4227,2023-02-26,mobile,Mexico,paid_search,/cart,172,6,1
1202,3570,2023-06-27,tablet,Spain,email,/home,261,1,1
1203,1253,2023-06-26,tablet,Mexico,direct,/checkout,882,7,1
1204,4204,2023-04-25,desktop,Mexico,organic,/products/category,760,3,1
1205,172,2023-05-29,desktop,USA,paid_social,/cart,233,5,1
1206,1459,2023-05-03,tablet,Colombia,direct,/cart,20,4,0
1207,3550,2023-02-05,desktop,Brazil,paid_search,/cart,293,3,1
1208,4198,2023-03-12,desktop,Brazil,organic,/products,26,3,0
1209,2323,2023-03-10,mobile,USA,paid_social,/home,839,4,1
1210,1637,2023-02-27,desktop,Mexico,referral,/cart,199,3,1
1211,3116,2023-03-04,desktop,Colombia,paid_search,/blog,463,6,1
1212,4091,2023-01-16,mobile,Spain,paid_search,/products,559,2,1
1213,3005,2023-05-14,tablet,USA,direct,/contact,67,1,1
1214,330,2023-03-19,desktop,Brazil,paid_search,/checkout,368,9,1
1215,3641,2023-05-02,desktop,Brazil,paid_search,/products/category,541,7,1
1216,3895,2023-06-29,tablet,Brazil,paid_social,/cart,298,1,1
1217,4108,2023-01-02,desktop,Mexico,paid_search,/home,697,8,1
1218,1342,2023-04-24,tablet,Spain,email,/cart,660,1,1
1219,3664,2023-04-24,mobile,Spain,email,/home,740,1,1
1220,216,2023-05-04,tablet,Spain,organic,/products,609,6,1
1221,339,2023-05-26,tablet,Mexico,referral,/home,586,10,1
1222,4063,2023-06-12,tablet,Brazil,email,/blog,474,9,1
1223,2709,2023-03-27,mobile,Brazil,referral,/checkout,398,11,1
1224,3153,2023-06-16,tablet,Mexico,email,/home,443,11,1
1225,1751,2023-05-09,tablet,Colombia,direct,/blog,513,3,1
1226,2422,2023-06-14,mobile,Mexico,email,/products/category,499,2,1
1227,710,2023-01-21,desktop,Mexico,paid_search,/products,363,10,1
1228,3727,2023-01-01,desktop,Brazil,direct,/home,344,11,1
1229,3643,2023-05-12,tablet,Spain,email,/cart,841,11,1
1230,3994,2023-02-27,mobile,Brazil,paid_search,/contact,843,1,1
1231,489,2023-01-01,mobile,Colombia,organic,/checkout,364,6,1
1232,47,2023-05-21,tablet,USA,direct,/contact,826,5,1
1233,3360,2023-06-23,tablet,USA,paid_search,/products/category,828,10,1
1234,4874,2023-06-24,desktop,Mexico,direct,/home,466,7,1
1235,4807,2023-01-07,desktop,USA,organic,/home,317,5,1
1236,401,2023-02-20,tablet,Spain,organic,/products/category,659,6,1
1237,3991,2023-01-03,mobile,Brazil,direct,/products/category,386,2,1
1238,3158,2023-06-27,tablet,Colombia,paid_search,/home,216,1,1
1239,4346,2023-06-03,mobile,Colombia,paid_social,/cart,20,6,0
1240,391,2023-01-31,desktop,Colombia,direct,/cart,749,2,1
1241,3854,2023-04-10,tablet,Brazil,referral,/cart,665,3,1
1242,4431,2023-03-03,mobile,Spain,paid_social,/home,847,1,1
1243,629,2023-06-03,desktop,Colombia,referral,/products,72,8,1
1244,4233,2023-04-18,tablet,USA,paid_search,/home,669,7,1
1245,2931,2023-02-24,tablet,Spain,referral,/products,838,10,1
1246,1522,2023-06-05,desktop,Spain,email,/cart,326,8,1
1247,827,2023-02-13,tablet,Spain,direct,/home,735,5,1
1248,4823,2023-03-22,desktop,Colombia,organic,/blog,611,6,1
1249,1501,2023-06-15,mobile,Spain,referral,/cart,307,3,1
1250,3295,2023-01-30,tablet,Colombia,referral,/home,204,7,1
1251,2420,2023-03-07,desktop,USA,email,/cart,116,4,1
1252,935,2023-05-16,desktop,USA,paid_search,/products/category,332,2,1
1253,3043,2023-01-14,mobile,USA,organic,/blog,649,7,1
1254,4498,2023-04-11,tablet,USA,direct,/home,367,6,1
1255,1467,2023-04-16,desktop,Spain,paid_search,/products,713,1,1
1256,3562,2023-04-13,desktop,Spain,direct,/cart,428,9,1
1257,615,2023-03-03,desktop,Colombia,email,/blog,564,11,1
1258,1183,2023-03-16,tablet,USA,direct,/blog,682,9,1
1259,3224,2023-03-20,tablet,Mexico,referral,/blog,331,10,1
1260,2668,2023-04-17,mobile,USA,organic,/checkout,278,3,1
1261,131,2023-04-06,mobile,Brazil,direct,/products,541,10,1
1262,2984,2023-02-09,mobile,Mexico,email,/checkout,583,1,1
1263,4279,2023-05-21,tablet,Brazil,email,/cart,93,7,1
1264,4460,2023-04-17,desktop,Mexico,organic,/blog,409,4,1
1265,39,2023-01-17,tablet,Colombia,paid_social,/contact,99,3,1
1266,3960,2023-01-15,tablet,Spain,referral,/home,882,8,1
1267,3588,2023-06-10,tablet,Colombia,paid_social,/home,309,9,1
1268,921,2023-01-16,mobile,Mexico,direct,/home,430,8,1
1269,2770,2023-01-13,desktop,USA,email,/checkout,596,4,1
1270,4112,2023-05-31,tablet,Colombia,paid_search,/blog,312,7,1
1271,493,2023-02-05,mobile,Mexico,paid_search,/contact,324,2,1
1272,1132,2023-02-12,tablet,USA,email,/contact,858,11,1
1273,3522,2023-06-27,desktop,Spain,paid_search,/cart,119,1,1
1274,311,2023-04-24,mobile,Mexico,referral,/products/category,129,1,1
1275,739,2023-03-15,tablet,Brazil,organic,/contact,737,10,1
1276,3242,2023-03-22,mobile,Brazil,direct,/home,720,5,1
1277,546,2023-04-04,desktop,Brazil,email,/cart,634,9,1
1278,2462,2023-05-21,desktop,USA,direct,/products/category,434,4,1
1279,4347,2023-01-30,mobile,USA,organic,/products/category,47,4,1
1280,4855,2023-01-30,tablet,Colombia,paid_search,/contact,835,7,1
1281,1805,2023-01-10,desktop,USA,email,/cart,389,10,1
1282,3213,2023-04-09,desktop,Mexico,referral,/home,670,1,1
1283,3811,2023-04-04,tablet,Brazil,organic,/home,718,2,1
1284,814,2023-02-08,mobile,Spain,organic,/products,797,7,1
1285,4125,2023-02-06,mobile,Brazil,referral,/cart,93,10,1
1286,2033,2023-05-11,tablet,Mexico,direct,/blog,623,8,1
1287,4573,2023-03-30,desktop,Spain,email,/products/category,648,3,1
1288,4414,2023-06-11,desktop,Colombia,direct,/checkout,854,9,1
1289,245,2023-06-15,tablet,USA,direct,/checkout,64,1,1
1290,4844,2023-01-14,tablet,Mexico,organic,/blog,303,2,1
1291,4793,2023-02-08,mobile,USA,direct,/contact,588,2,1
1292,272,2023-05-10,mobile,Colombia,paid_search,/home,267,8,1
1293,3512,2023-02-12,tablet,Spain,paid_search,/products,394,4,1
1294,1772,2023-06-30,desktop,Mexico,organic,/blog,432,3,1
1295,1263,2023-05-11,mobile,Spain,direct,/contact,665,8,1
1296,2425,2023-06-18,tablet,Mexico,paid_search,/contact,6,10,0
1297,4362,2023-01-08,desktop,Colombia,paid_social,/checkout,401,1,1
1298,921,2023-04-06,mobile,Colombia,paid_social,/home,548,3,1
1299,3431,2023-03-06,tablet,Colombia,direct,/products,721,1,1
1300,4436,2023-03-20,tablet,USA,organic,/checkout,545,3,1
1301,4485,2023-05-12,desktop,Brazil,paid_search,/products/category,137,6,1
1302,2625,2023-03-09,desktop,Spain,email,/checkout,634,8,1
1303,3761,2023-04-02,tablet,Mexico,email,/checkout,862,6,1
1304,2051,2023-01-10,desktop,Spain,paid_search,/checkout,513,5,1
1305,3501,2023-03-16,tablet,Brazil,direct,/contact,356,2,1
1306,1166,2023-06-27,desktop,USA,paid_social,/checkout,628,5,1
1307,376,2023-05-31,desktop,USA,paid_social,/home,470,6,1
1308,2034,2023-03-02,mobile,Brazil,paid_search,/cart,533,8,1
1309,146,2023-02-16,mobile,Mexico,referral,/products/category,403,9,1
1310,4389,2023-01-03,desktop,Brazil,paid_social,/contact,448,1,1
1311,432,2023-04-13,tablet,USA,paid_search,/cart,723,11,1
1312,705,2023-01-17,desktop,USA,organic,/home,755,2,1
1313,2633,2023-01-22,mobile,Spain,paid_social,/checkout,717,10,1
1314,4495,2023-04-26,tablet,Mexico,referral,/contact,498,9,1
1315,964,2023-04-01,desktop,Mexico,direct,/products,293,9,1
1316,2235,2023-05-24,desktop,USA,referral,/products,895,5,1
1317,2042,2023-04-14,desktop,Brazil,paid_social,/cart,270,10,1
1318,1829,2023-01-03,desktop,USA,paid_search,/contact,179,11,1
1319,2109,2023-02-21,mobile,Spain,email,/blog,367,7,1
1320,4069,2023-04-21,mobile,Brazil,paid_social,/products,645,4,1
1321,939,2023-06-10,mobile,USA,referral,/cart,556,6,1
1322,4806,2023-02-11,mobile,Mexico,paid_search,/products/category,889,10,1
1323,807,2023-05-10,tablet,Spain,paid_social,/products,589,11,1
1324,1464,2023-02-08,tablet,USA,paid_social,/contact,26,1,0
1325,3416,2023-02-15,tablet,USA,paid_social,/blog,30,11,0
1326,11,2023-02-17,desktop,Colombia,email,/checkout,295,11,1
1327,1869,2023-01-27,tablet,Brazil,paid_search,/home,549,6,1
1328,4868,2023-01-15,mobile,Colombia,referral,/products/category,526,10,1
1329,885,2023-01-07,mobile,Mexico,organic,/contact,705,3,1
1330,3565,2023-04-19,desktop,Brazil,referral,/products,426,10,1
1331,1390,2023-02-11,tablet,Spain,direct,/contact,639,8,1
1332,3402,2023-01-09,desktop,Brazil,email,/products,200,8,1
1333,4322,2023-04-15,desktop,USA,direct,/contact,855,11,1
1334,825,2023-05-14,tablet,USA,direct,/contact,139,7,1
1335,2266,2023-03-17,desktop,USA,organic,/cart,656,8,1
1336,937,2023-01-30,tablet,Brazil,paid_social,/products/category,607,3,1
1337,2801,2023-03-25,tablet,USA,organic,/home,420,1,1
1338,2554,2023-05-06,desktop,USA,direct,/home,799,8,1
1339,3846,2023-03-25,mobile,Colombia,email,/cart,445,5,1
1340,1797,2023-02-23,tablet,USA,direct,/cart,601,11,1
1341,54,2023-04-20,mobile,Colombia,direct,/cart,314,11,1
1342,727,2023-01-27,mobile,Mexico,organic,/products,343,3,1
1343,2737,2023-03-25,tablet,Brazil,paid_search,/contact,119,11,1
1344,3171,2023-01-07,mobile,Colombia,direct,/products/category,377,11,1
1345,1914,2023-06-17,desktop,Brazil,paid_search,/home,523,8,1
1346,1597,2023-04-14,desktop,Brazil,paid_social,/checkout,338,6,1
1347,1915,2023-03-13,mobile,Spain,direct,/home,717,1,1
1348,2467,2023-01-02,desktop,Colombia,organic,/blog,41,2,0
1349,2738,2023-05-22,tablet,USA,referral,/products/category,310,4,1
1350,850,2023-05-18,tablet,Spain,paid_social,/cart,385,9,1
1351,2110,2023-02-19,mobile,Colombia,email,/products,393,9,1
1352,3,2023-05-26,desktop,Colombia,direct,/home,58,10,1
1353,4256,2023-01-18,mobile,Mexico,organic,/checkout,564,2,1
1354,4070,2023-01-16,desktop,USA,direct,/products,269,1,1
1355,4877,2023-02-21,tablet,Mexico,organic,/home,696,1,1
1356,893,2023-06-29,desktop,Brazil,organic,/contact,239,2,1
1357,2031,2023-06-08,desktop,USA,paid_search,/products/category,34,10,0
1358,3161,2023-03-25,mobile,Mexico,direct,/contact,338,4,1
1359,2377,2023-05-31,tablet,Mexico,organic,/home,192,9,1
1360,4676,2023-04-06,desktop,USA,organic,/checkout,263,8,1
1361,1934,2023-02-11,tablet,Colombia,paid_social,/products,696,3,1
1362,1381,2023-04-23,desktop,Brazil,direct,/home,156,11,1
1363,3682,2023-06-27,tablet,Spain,referral,/checkout,672,1,1
1364,1291,2023-05-04,desktop,Spain,referral,/contact,683,6,1
1365,1641,2023-01-15,tablet,Spain,paid_social,/home,699,10,1
1366,2683,2023-03-31,desktop,Brazil,paid_search,/home,847,11,1
1367,988,2023-06-21,tablet,USA,paid_search,/contact,213,7,1
1368,1219,2023-02-11,desktop,USA,organic,/blog,86,2,1
1369,1356,2023-02-14,desktop,USA,organic,/cart,503,11,1
1370,4266,2023-04-04,tablet,Spain,organic,/contact,725,6,1
1371,4617,2023-04-17,mobile,Colombia,direct,/checkout,669,8,1
1372,4136,2023-06-12,desktop,Mexico,direct,/home,365,1,1
1373,1561,2023-01-22,desktop,Spain,referral,/blog,274,8,1
1374,1419,2023-05-08,mobile,Brazil,email,/products,473,3,1
1375,955,2023-02-07,desktop,USA,organic,/products/category,271,11,1
1376,984,2023-04-07,tablet,Mexico,referral,/contact,691,9,1
1377,975,2023-04-11,mobile,USA,paid_social,/cart,287,10,1
1378,4134,2023-01-07,desktop,USA,referral,/blog,8,10,0
1379,3973,2023-02-13,tablet,USA,email,/cart,621,8,1
1380,914,2023-03-17,tablet,Colombia,direct,/cart,294,2,1
1381,4550,2023-01-07,mobile,Mexico,direct,/products/category,428,2,1
1382,37,2023-03-01,mobile,Spain,organic,/contact,75,6,1
1383,3388,2023-01-01,mobile,Colombia,paid_social,/checkout,278,9,1
1384,1712,2023-03-03,tablet,Brazil,paid_social,/products,512,11,1
1385,3021,2023-03-28,desktop,Brazil,referral,/products/category,535,3,1
